"","peak","DATE","avg_CO2","avg_deltaCO2","avg_CH4","avg_deltaCH4","Site","Location","Design","Triplicate_CO2_avg","Triplicate_CH4_avg","Triplicate_delta_CO2_avg","Triplicate_delta_CH4"
"1",1,"2021-09-10",1058.6314921,-25.2542233823333,3.55857585683333,-57.095811507,"TP","LWR","BDA",1261.97652498889,4.05077329963333,-22.0479906399907,-56.7608715962963
"2",2,"2021-09-10",1350.28072754444,-20.1512828978889,4.2937446296,-56.3152094507778,"TP","LWR","BDA",1261.97652498889,4.05077329963333,-22.0479906399907,-56.7608715962963
"3",3,"2021-09-10",1377.01735532222,-20.73846563975,4.29999941246667,-56.8715938311111,"TP","LWR","BDA",1261.97652498889,4.05077329963333,-22.0479906399907,-56.7608715962963
"4",4,"2021-09-10",1686.49199894444,-20.8957737449722,7.56669105278889,-55.0706069213333,"TP","MID","BDA",1593.56203894815,7.40937391807778,-20.7404651378148,-54.9116638594074
"5",5,"2021-09-10",1600.00127298889,-20.5886524218611,7.68368244754444,-54.8779342633333,"TP","MID","BDA",1593.56203894815,7.40937391807778,-20.7404651378148,-54.9116638594074
"6",6,"2021-09-10",1494.19284491111,-20.7369692466111,6.9777482539,-54.7864503935556,"TP","MID","BDA",1593.56203894815,7.40937391807778,-20.7404651378148,-54.9116638594074
"7",7,"2021-09-10",1358.58298855556,-20.2978165713333,4.3281085325,-49.8056121932222,"TP","UPR","BDA",1362.6343028,4.19119595178889,-20.2712719650648,-49.9712271323333
"8",8,"2021-09-10",1310.76282797778,-19.9373304316667,4.07275506777778,-49.6638994047778,"TP","UPR","BDA",1362.6343028,4.19119595178889,-20.2712719650648,-49.9712271323333
"9",9,"2021-09-10",1418.55709186667,-20.5786688921944,4.17272425508889,-50.444169799,"TP","UPR","BDA",1362.6343028,4.19119595178889,-20.2712719650648,-49.9712271323333
"10",10,"2021-09-10",1307.96989234444,-19.8031385390556,51.642205212,-66.3948190755556,"TP","LWR","REF",1517.45577107407,61.2860861075556,-20.1240608432037,-63.9256462117778
"11",11,"2021-09-10",1686.67619725556,-20.0733377154444,69.8858474901111,-57.6777112442222,"TP","LWR","REF",1517.45577107407,61.2860861075556,-20.1240608432037,-63.9256462117778
"12",12,"2021-09-10",1557.72122362222,-20.4957062751111,62.3302056205556,-67.7044083155556,"TP","LWR","REF",1517.45577107407,61.2860861075556,-20.1240608432037,-63.9256462117778
"13",13,"2021-09-10",988.431550717778,-19.1695984289722,3.16280119285556,-57.1112523048889,"TP","MID","REF",1090.66900791333,2.14227793467037,-19.8697225067222,-52.4438712016296
"14",14,"2021-09-10",1159.94834288889,-20.50088913875,1.6787026395,-51.1491853122222,"TP","MID","REF",1090.66900791333,2.14227793467037,-19.8697225067222,-52.4438712016296
"15",15,"2021-09-10",1123.62713013333,-19.9386799524444,1.58532997165556,-49.0711759877778,"TP","MID","REF",1090.66900791333,2.14227793467037,-19.8697225067222,-52.4438712016296
"16",16,"2021-09-10",1264.60753936667,-20.3657557903611,1.45277485141111,-55.0212473785556,"TP","UPR","REF",1230.30136612222,1.46594653324074,-20.4855003500093,-54.2426880178148
"17",17,"2021-09-10",1210.46492793333,-20.4652249475556,1.45811016264444,-52.6405955984444,"TP","UPR","REF",1230.30136612222,1.46594653324074,-20.4855003500093,-54.2426880178148
"18",18,"2021-09-10",1215.83163106667,-20.6255203121111,1.48695458566667,-55.0662210764444,"TP","UPR","REF",1230.30136612222,1.46594653324074,-20.4855003500093,-54.2426880178148
