"","peak","DATE","avg_CO2","avg_deltaCO2","avg_CH4","avg_deltaCH4","Site","Location","Design","Triplicate_CO2_avg","Triplicate_CH4_avg","Triplicate_delta_CO2_avg","Triplicate_delta_CH4"
"1",1,"2021-07-29",1271.02878094444,-19.7388326579444,4.47635915583333,-54.4302693005556,"TP","LWR","BDA",1335.42680962222,4.5514124908037,-20.0807868085833,-54.9348252626296
"2",2,"2021-07-29",1363.52330377778,-20.4712447914444,4.70929999164444,-55.637694648,"TP","LWR","BDA",1335.42680962222,4.5514124908037,-20.0807868085833,-54.9348252626296
"3",3,"2021-07-29",1371.72834414444,-20.0322829763611,4.46857832493333,-54.7365118393333,"TP","LWR","BDA",1335.42680962222,4.5514124908037,-20.0807868085833,-54.9348252626296
"4",4,"2021-07-29",1530.47787233333,-19.042791216,5.86770527933333,-59.2422461476667,"TP","MID","BDA",1546.7921339963,5.92187778685556,-19.5636444856019,-56.0438532548148
"5",5,"2021-07-29",1539.43735708889,-19.7336048648889,5.94665425104444,-55.1684994261111,"TP","MID","BDA",1546.7921339963,5.92187778685556,-19.5636444856019,-56.0438532548148
"6",6,"2021-07-29",1570.46117256667,-19.9145373759167,5.95127383018889,-53.7208141906667,"TP","MID","BDA",1546.7921339963,5.92187778685556,-19.5636444856019,-56.0438532548148
"7",7,"2021-07-29",1542.76328975556,-19.9349720955556,4.83533397634444,-53.0494513023333,"TP","UPR","BDA",1540.03967254074,4.87291958712963,-19.9084823384907,-51.6810660735556
"8",8,"2021-07-29",1536.4593708,-20.0299827965,4.87021180374444,-51.6262804633333,"TP","UPR","BDA",1540.03967254074,4.87291958712963,-19.9084823384907,-51.6810660735556
"9",9,"2021-07-29",1540.89635706667,-19.7604921234167,4.9132129813,-50.367466455,"TP","UPR","BDA",1540.03967254074,4.87291958712963,-19.9084823384907,-51.6810660735556
"10",10,"2021-07-29",1713.96874206667,-19.6035103245278,39.3126919725556,-64.244717642,"TP","LWR","REF",1741.24143165556,42.4178916601482,-19.3454277616389,-64.2884268684444
"11",11,"2021-07-29",1791.73945084444,-19.3851810980556,43.6198318795556,-64.3707641737778,"TP","LWR","REF",1741.24143165556,42.4178916601482,-19.3454277616389,-64.2884268684444
"12",12,"2021-07-29",1718.01610205556,-19.0475918623333,44.3211511283333,-64.2497987895556,"TP","LWR","REF",1741.24143165556,42.4178916601482,-19.3454277616389,-64.2884268684444
"13",13,"2021-07-29",1117.41734596667,-19.176305938,5.79742401806667,-57.1092645817778,"TP","MID","REF",1104.6633572,4.23538754455556,-19.0914770596296,-54.3485253514444
"14",14,"2021-07-29",1092.02893184444,-19.0167044100833,3.41218210131111,-53.3857600183333,"TP","MID","REF",1104.6633572,4.23538754455556,-19.0914770596296,-54.3485253514444
"15",15,"2021-07-29",1104.54379378889,-19.0814208308056,3.49655651428889,-52.5505514542222,"TP","MID","REF",1104.6633572,4.23538754455556,-19.0914770596296,-54.3485253514444
"16",16,"2021-07-29",163.488588862222,-11.1189968383222,0.316887070437778,-32.4531213126222,"TP","UPR","REF",142.163000911111,0.258348952878148,-10.8531937945343,-25.3018152878741
"17",17,"2021-07-29",129.200267481111,-11.0107184017694,0.242436087131111,-29.8684958288889,"TP","UPR","REF",142.163000911111,0.258348952878148,-10.8531937945343,-25.3018152878741
"18",18,"2021-07-29",133.80014639,-10.4298661435111,0.215723701065556,-13.5838287221111,"TP","UPR","REF",142.163000911111,0.258348952878148,-10.8531937945343,-25.3018152878741
