"","peak","DATE","avg_CO2","avg_deltaCO2","avg_CH4","avg_deltaCH4","Site","Location","Design","Triplicate_CO2_avg","Triplicate_CH4_avg","Triplicate_delta_CO2_avg","Triplicate_delta_CH4"
"1",10,"2021-06-17",799.486384288889,-20.3606364365278,3.64403936898889,-50.8679977581111,"TP","LWR","BDA",810.560664212963,3.61726430495185,-20.3090529998241,-51.7325533102593
"2",11,"2021-06-17",850.618176613333,-20.2033683728611,3.62479642786667,-52.0001726561111,"TP","LWR","BDA",810.560664212963,3.61726430495185,-20.3090529998241,-51.7325533102593
"3",12,"2021-06-17",781.577431736667,-20.3631541900833,3.582957118,-52.3294895165556,"TP","LWR","BDA",810.560664212963,3.61726430495185,-20.3090529998241,-51.7325533102593
"4",13,"2021-06-17",770.590900245556,-20.3708849749444,3.86097878806667,-54.7365946798889,"TP","MID","BDA",769.224927728889,3.99311253812593,-20.441809874287,-53.7128635286667
"5",14,"2021-06-17",766.558700554444,-20.2411414935556,4.09639162491111,-53.2360634517778,"TP","MID","BDA",769.224927728889,3.99311253812593,-20.441809874287,-53.7128635286667
"6",15,"2021-06-17",770.525182386667,-20.7134031543611,4.0219672014,-53.1659324543333,"TP","MID","BDA",769.224927728889,3.99311253812593,-20.441809874287,-53.7128635286667
"7",16,"2021-06-17",805.431272943333,-19.5698875638056,4.70635627365556,-53.9123266576667,"TP","UPR","BDA",800.037918689259,4.52708097006667,-19.9089035350741,-54.2799624275926
"8",17,"2021-06-17",801.328899045556,-20.0111832649722,4.39882684655556,-53.9088042113333,"TP","UPR","BDA",800.037918689259,4.52708097006667,-19.9089035350741,-54.2799624275926
"9",18,"2021-06-17",793.353584078889,-20.1456397764444,4.47605978998889,-55.0187564137778,"TP","UPR","BDA",800.037918689259,4.52708097006667,-19.9089035350741,-54.2799624275926
"10",19,"2021-06-17",623.724774246667,-18.841943912,4.66399818467778,-61.2568569043333,"TP","LWR","REF",605.415100341111,4.76317886934444,-18.9549084961111,-61.6165952558889
"11",20,"2021-06-17",598.013814598889,-19.2081555783611,4.85377311788889,-62.0292969444444,"TP","LWR","REF",605.415100341111,4.76317886934444,-18.9549084961111,-61.6165952558889
"12",21,"2021-06-17",594.506712177778,-18.8146259979722,4.77176530546667,-61.5636319188889,"TP","LWR","REF",605.415100341111,4.76317886934444,-18.9549084961111,-61.6165952558889
"13",22,"2021-06-17",576.094832144444,-19.5500470051389,1.74764964604444,-47.9178834437778,"TP","MID","REF",577.001186695185,1.65826579853704,-19.4403374290926,-48.7124612478518
"14",23,"2021-06-17",578.026675878889,-19.4478588326389,1.62836228994444,-49.384765339,"TP","MID","REF",577.001186695185,1.65826579853704,-19.4403374290926,-48.7124612478518
"15",24,"2021-06-17",576.882052062222,-19.3231064495,1.59878545962222,-48.8347349607778,"TP","MID","REF",577.001186695185,1.65826579853704,-19.4403374290926,-48.7124612478518
"16",25,"2021-06-17",575.194938467778,-19.3817725595278,1.54446095092222,-47.2153758184444,"TP","UPR","REF",583.899961696667,1.50260836505185,-19.2688644146574,-49.411788608037
"17",26,"2021-06-17",595.690512588889,-19.3461944984722,1.46988239556667,-49.6441496587778,"TP","UPR","REF",583.899961696667,1.50260836505185,-19.2688644146574,-49.411788608037
"18",27,"2021-06-17",580.814434033333,-19.0786261859722,1.49348174866667,-51.3758403468889,"TP","UPR","REF",583.899961696667,1.50260836505185,-19.2688644146574,-49.411788608037
