"","peak","DATE","avg_CO2","avg_deltaCO2","avg_CH4","avg_deltaCH4","Site","Location","Design","Triplicate_CO2_avg","Triplicate_CH4_avg","Triplicate_delta_CO2_avg","Triplicate_delta_CH4"
"1",1,"2021-08-09",4675.70928208889,-23.8232348352222,2.30666105494444,-52.4000010016667,"LP","LWR","BDA",4874.76382637407,2.29860183722593,-23.7717994943426,-50.6514143484074
"2",2,"2021-08-09",5017.85250481111,-23.7633540253889,2.28050093378889,-49.1004842581111,"LP","LWR","BDA",4874.76382637407,2.29860183722593,-23.7717994943426,-50.6514143484074
"3",3,"2021-08-09",4930.72969222222,-23.7288096224167,2.30864352294444,-50.4537577854444,"LP","LWR","BDA",4874.76382637407,2.29860183722593,-23.7717994943426,-50.6514143484074
"4",4,"2021-08-09",5426.98495866667,-23.8058299399722,16.9260044518889,-66.9104807221111,"LP","MID","BDA",5495.16232785185,15.7790811711852,-23.7535851075833,-66.0423853191852
"5",5,"2021-08-09",5478.78840308889,-23.58943196975,14.8996278423333,-65.7164510706667,"LP","MID","BDA",5495.16232785185,15.7790811711852,-23.7535851075833,-66.0423853191852
"6",6,"2021-08-09",5579.7136218,-23.8654934130278,15.5116112193333,-65.5002241647778,"LP","MID","BDA",5495.16232785185,15.7790811711852,-23.7535851075833,-66.0423853191852
"7",7,"2021-08-09",5679.61346143333,-23.82139296225,8.85966918627778,-56.2066937895556,"LP","UPR","BDA",5679.61346143333,8.85966918627778,-23.82139296225,-56.2066937895556
"8",10,"2021-08-09",6089.52881994444,-23.8851076708056,3.3525151743,-68.6275569425556,"LP","LWR","REF",6212.4057311,3.07618527862593,-23.8194079340278,-67.3806439057037
"9",11,"2021-08-09",6266.80478131111,-23.8918356298056,2.88682418107778,-65.7501257264444,"LP","LWR","REF",6212.4057311,3.07618527862593,-23.8194079340278,-67.3806439057037
"10",12,"2021-08-09",6280.88359204444,-23.6812805014722,2.9892164805,-67.7642490481111,"LP","LWR","REF",6212.4057311,3.07618527862593,-23.8194079340278,-67.3806439057037
"11",13,"2021-08-09",8885.33636624444,-23.70821604875,0.832120293488889,-71.5983503595556,"LP","MID","REF",9031.36514004815,0.576499185042593,-23.7218142869074,-70.7276995882222
"12",14,"2021-08-09",9155.40686013333,-23.7972008804444,0.469242149787778,-68.9696709285556,"LP","MID","REF",9031.36514004815,0.576499185042593,-23.7218142869074,-70.7276995882222
"13",15,"2021-08-09",9053.35219376667,-23.6600259315278,0.428135111851111,-71.6150774765556,"LP","MID","REF",9031.36514004815,0.576499185042593,-23.7218142869074,-70.7276995882222
"14",16,"2021-08-09",10166.7028387778,-23.7589287163889,0.14561553058,-54.7939028346667,"LP","UPR","REF",9973.7543620963,0.169174159892222,-23.8163255391204,-37.9900461569444
"15",17,"2021-08-09",9886.05500712222,-23.9332241011389,0.171384160436667,-45.8079870216889,"LP","UPR","REF",9973.7543620963,0.169174159892222,-23.8163255391204,-37.9900461569444
"16",18,"2021-08-09",9868.50524038889,-23.7568237998333,0.19052278866,-13.3682486144778,"LP","UPR","REF",9973.7543620963,0.169174159892222,-23.8163255391204,-37.9900461569444
