"","peak","DATE","avg_CO2","avg_deltaCO2","avg_CH4","avg_deltaCH4","Site","Location","Design","Triplicate_CO2_avg","Triplicate_CH4_avg","Triplicate_delta_CO2_avg","Triplicate_delta_CH4"
"1",91,"2021-09-08",3563.53516487778,-21.9495210611389,1.1590134042,-40.1438233038889,"LP","LWR","BDA",3845.69468309259,1.03494108735333,-22.0540998376667,-42.7800281424444
"2",92,"2021-09-08",3949.76267114444,-22.2234083112222,0.995332668816667,-47.1993398873333,"LP","LWR","BDA",3845.69468309259,1.03494108735333,-22.0540998376667,-42.7800281424444
"3",93,"2021-09-08",4023.78621325556,-21.9893701406389,0.950477189043333,-40.9969212361111,"LP","LWR","BDA",3845.69468309259,1.03494108735333,-22.0540998376667,-42.7800281424444
"4",94,"2021-09-08",4746.16350613333,-23.1225704433333,5.35767944843333,-64.2007047923333,"LP","MID","BDA",4937.81993067037,5.14966051295185,-22.9454011355093,-64.3557508332593
"5",95,"2021-09-08",4931.39980787778,-22.9027432548889,4.95493083228889,-64.7186167513333,"LP","MID","BDA",4937.81993067037,5.14966051295185,-22.9454011355093,-64.3557508332593
"6",96,"2021-09-08",5135.896478,-22.8108897083056,5.13637125813333,-64.1479309561111,"LP","MID","BDA",4937.81993067037,5.14966051295185,-22.9454011355093,-64.3557508332593
"7",97,"2021-09-08",5701.94375016667,-23.1616062976111,5.9701077638,-55.5607158505556,"LP","UPR","BDA",5464.51599368889,5.80036620368148,-23.0945832826204,-56.5117219990741
"8",98,"2021-09-08",5048.34388537778,-23.1239973540833,5.64455253117778,-57.3318684614444,"LP","UPR","BDA",5464.51599368889,5.80036620368148,-23.0945832826204,-56.5117219990741
"9",99,"2021-09-08",5643.26034552222,-22.9981461961667,5.78643831606667,-56.6425816852222,"LP","UPR","BDA",5464.51599368889,5.80036620368148,-23.0945832826204,-56.5117219990741
"10",100,"2021-09-08",6032.81278826667,-22.6848131415,1.95035660201111,-57.2910526908889,"LP","LWR","REF",6400.42215793333,1.9403662156037,-22.8253035929722,-56.1500502068148
"11",101,"2021-09-08",6204.77833957778,-22.7783211434444,1.92693094181111,-55.5018488942222,"LP","LWR","REF",6400.42215793333,1.9403662156037,-22.8253035929722,-56.1500502068148
"12",102,"2021-09-08",6963.67534595556,-23.0127764939722,1.94381110298889,-55.6572490353333,"LP","LWR","REF",6400.42215793333,1.9403662156037,-22.8253035929722,-56.1500502068148
"13",103,"2021-09-08",8441.67761935556,-23.3362326919722,0.674453004707778,-50.0270136332222,"LP","MID","REF",7505.0606899037,1.1350377819737,-23.0324842665278,-52.8890509002222
"14",104,"2021-09-08",7103.87819238889,-22.8738371486944,1.78889721431111,-58.1702599574444,"LP","MID","REF",7505.0606899037,1.1350377819737,-23.0324842665278,-52.8890509002222
"15",105,"2021-09-08",6969.62625796667,-22.8873829589167,0.941763126902222,-50.46987911,"LP","MID","REF",7505.0606899037,1.1350377819737,-23.0324842665278,-52.8890509002222
"16",106,"2021-09-08",8009.0471837,-22.90939804775,0.370543391183333,-26.6148902660056,"LP","UPR","REF",7687.78801007407,0.378254570181852,-23.0708885270278,-24.0997789117537
"17",107,"2021-09-08",8107.68133432222,-23.1894588157222,0.271326380422222,-20.1350653223222,"LP","UPR","REF",7687.78801007407,0.378254570181852,-23.0708885270278,-24.0997789117537
"18",108,"2021-09-08",6946.6355122,-23.1138087176111,0.49289393894,-25.5493811469333,"LP","UPR","REF",7687.78801007407,0.378254570181852,-23.0708885270278,-24.0997789117537
"19",73,"2021-09-07",556.859467742222,-17.0857814119167,5.66671796363333,-56.919105707,"FH","LWR","BDA",542.671624272963,5.82588737296296,-18.0089071529907,-56.645829186037
"20",74,"2021-09-07",537.823834518889,-18.5899024704722,6.01770430475556,-56.5395990328889,"FH","LWR","BDA",542.671624272963,5.82588737296296,-18.0089071529907,-56.645829186037
"21",75,"2021-09-07",533.331570557778,-18.3510375765833,5.7932398505,-56.4787828182222,"FH","LWR","BDA",542.671624272963,5.82588737296296,-18.0089071529907,-56.645829186037
"22",76,"2021-09-07",536.071719426667,-17.5328035610278,8.59791206728889,-59.2612958086667,"FH","MID","BDA",538.640593957037,8.85760621223333,-18.4309605548981,-59.1065397775926
"23",77,"2021-09-07",541.464711234445,-19.2309914156389,8.91154621826667,-59.2805702223333,"FH","MID","BDA",538.640593957037,8.85760621223333,-18.4309605548981,-59.1065397775926
"24",78,"2021-09-07",538.38535121,-18.5290866880278,9.06336035114444,-58.7777533017778,"FH","MID","BDA",538.640593957037,8.85760621223333,-18.4309605548981,-59.1065397775926
"25",79,"2021-09-07",546.117293278889,-17.1542813638611,2.78082147343333,-56.005898423,"FH","UPR","BDA",545.423087227778,2.60916761991111,-17.5024949833981,-56.7119846090741
"26",80,"2021-09-07",537.973343594444,-18.3770165936944,2.56225404007778,-56.9100289301111,"FH","UPR","BDA",545.423087227778,2.60916761991111,-17.5024949833981,-56.7119846090741
