"","peak","DATE","avg_CO2","avg_deltaCO2","avg_CH4","avg_deltaCH4","Site","Location","Design","Triplicate_CO2_avg","Triplicate_CH4_avg","Triplicate_delta_CO2_avg","Triplicate_delta_CH4"
"1",1,"2021-07-01",1238.45412417778,-20.5746467173056,3.9544593185,-53.0838070155556,"TP","LWR","BDA",1232.35532812222,4.11576536413704,-20.6232767480185,-52.3574206156667
"2",2,"2021-07-01",1245.98948055556,-20.4658053078056,4.30021874107778,-52.2740370661111,"TP","LWR","BDA",1232.35532812222,4.11576536413704,-20.6232767480185,-52.3574206156667
"3",3,"2021-07-01",1212.62237963333,-20.8293782189444,4.09261803283333,-51.7144177653333,"TP","LWR","BDA",1232.35532812222,4.11576536413704,-20.6232767480185,-52.3574206156667
"4",4,"2021-07-01",1160.64202161111,-19.9579589030278,4.76552687746667,-53.2161601796667,"TP","MID","BDA",1158.91042315556,4.84536704285185,-20.4310050056667,-53.3908160797778
"5",5,"2021-07-01",1156.12754545556,-20.5587792536111,4.75878347225556,-54.0383678311111,"TP","MID","BDA",1158.91042315556,4.84536704285185,-20.4310050056667,-53.3908160797778
"6",6,"2021-07-01",1159.9617024,-20.7762768603611,5.01179077883333,-52.9179202285556,"TP","MID","BDA",1158.91042315556,4.84536704285185,-20.4310050056667,-53.3908160797778
"7",7,"2021-07-01",1133.94371704444,-19.6886466660278,5.41123167571111,-52.5372284822222,"TP","UPR","BDA",1166.593862,5.49634660266296,-19.9763955646111,-51.5165814998519
"8",8,"2021-07-01",1131.19833674444,-19.7899699426944,5.40840693325556,-50.8832613487778,"TP","UPR","BDA",1166.593862,5.49634660266296,-19.9763955646111,-51.5165814998519
"9",9,"2021-07-01",1234.63953221111,-20.4505700851111,5.66940119902222,-51.1292546685556,"TP","UPR","BDA",1166.593862,5.49634660266296,-19.9763955646111,-51.5165814998519
"10",10,"2021-07-01",863.322994848889,-18.7772944358611,12.6311495054444,-64.0270571987778,"TP","LWR","REF",820.349754109259,12.3496732768889,-19.3181167492963,-63.8887229547037
"11",11,"2021-07-01",785.860630735556,-19.6747163345556,11.6495806168889,-63.7663352515556,"TP","LWR","REF",820.349754109259,12.3496732768889,-19.3181167492963,-63.8887229547037
"12",12,"2021-07-01",811.865636743333,-19.5023394774722,12.7682897083333,-63.8727764137778,"TP","LWR","REF",820.349754109259,12.3496732768889,-19.3181167492963,-63.8887229547037
"13",13,"2021-07-01",747.527625891111,-19.7518850840278,3.22901318452222,-54.2027572927778,"TP","MID","REF",776.443126398519,2.69219925285556,-19.3054113801574,-52.8115255094815
"14",14,"2021-07-01",790.292500715556,-19.10472270825,2.44105981288889,-51.5262793672222,"TP","MID","REF",776.443126398519,2.69219925285556,-19.3054113801574,-52.8115255094815
"15",15,"2021-07-01",791.509252588889,-19.0596263481944,2.40652476115556,-52.7055398684444,"TP","MID","REF",776.443126398519,2.69219925285556,-19.3054113801574,-52.8115255094815
"16",16,"2021-07-01",684.811973331111,-18.9599337141111,1.49533683131111,-46.3737312412222,"TP","UPR","REF",706.091252744444,1.48223314356667,-18.8439666144722,-46.1125837954074
"17",17,"2021-07-01",675.508897386667,-18.9739868072778,1.44489209525556,-44.3965365356667,"TP","UPR","REF",706.091252744444,1.48223314356667,-18.8439666144722,-46.1125837954074
"18",18,"2021-07-01",757.952887515556,-18.5979793220278,1.50647050413333,-47.5674836093333,"TP","UPR","REF",706.091252744444,1.48223314356667,-18.8439666144722,-46.1125837954074
