DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               Amb_P                     CavityPressure            CavityTemp                WarmBoxTemp               EtalonTemp                DasTemp                   MPVPosition               solenoid_valves           OutletValve               MeasurementMode           species                   HP_12CH4                  HP_12CH4_dry              HP_13CH4                  HR_13CH4                  Delta_iCH4_Raw            HP_Delta_iCH4_Raw         HP_Delta_iCH4_30s         HP_Delta_iCH4_2min        HP_Delta_iCH4_5min        HR_12CH4                  HR_12CH4_dry              HR_Delta_iCH4_Raw         HR_Delta_iCH4_30s         HR_Delta_iCH4_2min        HR_Delta_iCH4_5min        ChemDetect                H2O                       12CO2                     12CO2_dry                 13CO2                     Delta_Raw_iCO2            Delta_30s_iCO2            Delta_2min_iCO2           Delta_5min_iCO2           peak87_baseave_spec       peak88_baseave            peakheight_5              peak0_spec                ch4_splinemax             peak30_spec               peak_30                   SSIMPressure              PPF_res                   PPF_base_offset           PPF_slope_offset          PPF_shift                 PPF_CH4_conc              PPF_H2O_conc              PPF_C2H6_conc             PPF_C2H4_conc             PPF_NH3_conc              PPF_H2S_conc              
2021-08-10                17:12:38.171              221.71710846              5321.210603               1628615558.171            0                         963                       0.0000000000E+00          1.4801884460E+02          4.4999626160E+01          4.4999992371E+01          4.4730216980E+01          4.5312500000E+01          0.0000000000E+00          0.0000000000E+00          2.9300361328E+04          1.0000000000E+00          1.0500000000E+02          -1.0571130321E-03         -1.0566850975E-03         4.1439772077E-05          -1.2784353224E-05         -4.4899054818E+03         -4.4899054818E+03         -5.5978670086E+02         -7.5006813350E+01         -6.0808992910E+01         -5.7769420104E-04         -5.7933307704E-04         9.6377770739E+02          -2.0028638201E+03         1.6645886782E+03          6.4537379681E+02          0.0000000000E+00          5.1548466935E-02          3.1002715873E+00          3.1029097926E+00          3.3378355875E-02          -4.2722877180E+01         5.9241822822E+01          9.7335369790E+00          -9.2467629814E+00         1.8119689446E+00          4.4230079753E-02          -5.4901757940E-03         -5.4802925798E-03         3.2111091228E-01          3.1444564830E+00          3.4054594795E+00          0.0000000000E+00          3.1095204404E-02          2.0465195694E-01          -2.9129751898E-01         6.6174152656E-06          -5.5428073043E-03         5.5994517741E-02          -2.1500832182E-03         -1.0203358338E-02         -3.8896939707E-04         3.3686192873E+00          
2021-08-10                17:12:38.687              221.71711443              5321.210746               1628615558.687            0                         963                       0.0000000000E+00          1.4803341597E+02          4.4999626160E+01          4.4999992371E+01          4.4730216980E+01          4.5312500000E+01          0.0000000000E+00          0.0000000000E+00          2.9327196557E+04          1.0000000000E+00          1.0600000000E+02          -1.0571130321E-03         -1.0566850975E-03         4.1439772077E-05          -1.2784353224E-05         -4.4899054818E+03         -4.4899054818E+03         -5.5978670086E+02         -7.5006813350E+01         -6.0808992910E+01         -5.7769420104E-04         -5.7933307704E-04         9.6377770739E+02          -2.0028638201E+03         1.6645886782E+03          6.4537379681E+02          0.0000000000E+00          5.1548466935E-02          3.1002715873E+00          3.1029097926E+00          2.9964360758E-02          -1.4063481254E+02         4.5307394580E+01          6.2073715381E+00          -1.0704596411E+01         1.8119689446E+00          3.7238867992E-02          -5.4901757940E-03         -5.4802925798E-03         3.2111091228E-01          3.1444564830E+00          3.4054594795E+00          0.0000000000E+00          3.1095204404E-02          2.0465195694E-01          -2.9129751898E-01         6.6174152656E-06          -5.5428073043E-03         5.5994517741E-02          -2.1500832182E-03         -1.0203358338E-02         -3.8896939707E-04         3.3686192873E+00          
2021-08-10                17:12:40.082              221.71713058              5321.211134               1628615560.082            0                         963                       0.0000000000E+00          1.4797799702E+02          4.4999465179E+01          4.4999992371E+01          4.4730216980E+01          4.5312500000E+01          0.0000000000E+00          0.0000000000E+00          2.9289805347E+04          1.0000000000E+00          1.5000000000E+02          -1.2056399517E-03         -1.2053041734E-03         -1.1744306411E-04         1.2130157552E-04          7.6710682124E+03          7.6710682124E+03          7.3648652538E+02          1.5902167584E+02          3.4539035749E+01          5.0423936654E-03          5.0452948174E-03          1.1395467590E+03          -1.7317854900E+03         1.7005894986E+03          6.6001160442E+02          0.0000000000E+00          5.1392972449E-02          3.1002715873E+00          3.1029097926E+00          2.9964360758E-02          -1.4063481254E+02         4.5307394580E+01          6.2073715381E+00          -1.0704596411E+01         1.8119689446E+00          3.7238867992E-02          1.4481093052E-02          9.3672092601E-03          2.5249821311E-01          3.1349713194E+00          3.3958824605E+00          0.0000000000E+00          2.9105094999E-02          1.0795414524E-01          -3.7510437451E-01         3.2941347072E-05          -2.6352284009E-03         5.5570441785E-02          2.9011562086E-01          -1.2291535817E-02         1.1447420186E-03          6.1433028741E+00          
2021-08-10                17:12:41.381              221.71714561              5321.211495               1628615561.381            0                         963                       0.0000000000E+00          1.4797372956E+02          4.4999443054E+01          4.4999992371E+01          4.4730216980E+01          4.5312500000E+01          0.0000000000E+00          0.0000000000E+00          2.9256404769E+04          1.0000000000E+00          1.0600000000E+02          -1.2056399517E-03         -1.2053041734E-03         -1.1744306411E-04         1.2130157552E-04          7.6710682124E+03          7.6710682124E+03          7.3648652538E+02          1.5902167584E+02          3.4539035749E+01          5.0423936654E-03          5.0452948174E-03          1.1395467590E+03          -1.7317854900E+03         1.7005894986E+03          6.6001160442E+02          0.0000000000E+00          5.1392972449E-02          3.1002715873E+00          3.1029097926E+00          2.9964360758E-02          -1.4063481254E+02         4.5307394580E+01          6.2073715381E+00          -1.0704596411E+01         1.8119689446E+00          4.6574849964E-02          1.4481093052E-02          9.3672092601E-03          2.5249821311E-01          3.1349713194E+00          3.3958824605E+00          0.0000000000E+00          2.9105094999E-02          1.0795414524E-01          -3.7510437451E-01         3.2941347072E-05          -2.6352284009E-03         5.5570441785E-02          2.9011562086E-01          -1.2291535817E-02         1.1447420186E-03          6.1433028741E+00          
2021-08-10                17:12:41.881              221.71715141              5321.211634               1628615561.882            0                         963                       0.0000000000E+00          1.4801884460E+02          4.4999443054E+01          4.4999992371E+01          4.4730216980E+01          4.5312500000E+01          0.0000000000E+00          0.0000000000E+00          2.9289345703E+04          1.0000000000E+00          1.0500000000E+02          -1.2056399517E-03         -1.2053041734E-03         -1.1744306411E-04         1.2130157552E-04          7.6710682124E+03          7.6710682124E+03          7.3648652538E+02          1.5902167584E+02          3.4539035749E+01          5.0423936654E-03          5.0452948174E-03          1.1395467590E+03          -1.7317854900E+03         1.7005894986E+03          6.6001160442E+02          0.0000000000E+00          5.1392972449E-02          2.8293938586E+00          2.8317834977E+00          2.7346132496E-02          -1.4063481254E+02         4.5307394580E+01          6.2073715381E+00          -1.0704596411E+01         1.6462240976E+00          4.6574849964E-02          1.4481093052E-02          9.3672092601E-03          2.5249821311E-01          3.1349713194E+00          3.3958824605E+00          0.0000000000E+00          2.9105094999E-02          1.0795414524E-01          -3.7510437451E-01         3.2941347072E-05          -2.6352284009E-03         5.5570441785E-02          2.9011562086E-01          -1.2291535817E-02         1.1447420186E-03          6.1433028741E+00          
2021-08-10                17:12:42.394              221.71715735              5321.211776               1628615562.395            0                         963                       0.0000000000E+00          1.4800275066E+02          4.4999443054E+01          4.4999992371E+01          4.4730216980E+01          4.5312500000E+01          0.0000000000E+00          0.0000000000E+00          2.9275798470E+04          1.0000000000E+00          1.0600000000E+02          -1.2056399517E-03         -1.2053041734E-03         -1.1744306411E-04         1.2130157552E-04          7.6710682124E+03          7.6710682124E+03          7.3648652538E+02          1.5902167584E+02          3.4539035749E+01          5.0423936654E-03          5.0452948174E-03          1.1395467590E+03          -1.7317854900E+03         1.7005894986E+03          6.6001160442E+02          0.0000000000E+00          5.1392972449E-02          2.8293938586E+00          2.8317834977E+00          3.8789661433E-02          2.1898351345E+02          7.2387865574E+01          1.3567965757E+01          -7.7217674501E+00         1.6462240976E+00          6.1799588185E-02          1.4481093052E-02          9.3672092601E-03          2.5249821311E-01          3.1349713194E+00          3.3958824605E+00          0.0000000000E+00          2.9105094999E-02          1.0795414524E-01          -3.7510437451E-01         3.2941347072E-05          -2.6352284009E-03         5.5570441785E-02          2.9011562086E-01          -1.2291535817E-02         1.1447420186E-03          6.1433028741E+00          
2021-08-10                17:12:43.762              221.71717317              5321.212156               1628615563.762            0                         963                       0.0000000000E+00          1.4799798444E+02          4.4999443054E+01          4.4999992371E+01          4.4730216980E+01          4.5312500000E+01          0.0000000000E+00          0.0000000000E+00          2.9278859615E+04          1.0000000000E+00          1.5000000000E+02          -9.8868299204E-04         -9.8822266442E-04         1.5676164642E-05          1.4145653826E-05          -2.4116495550E+03         -2.4116495550E+03         9.7674543994E+02          8.7467930152E+01          5.3397748144E+00          -1.8346788263E-03         -1.8372862240E-03         -1.6851538407E+03         -1.7471569905E+03         1.6505427209E+03          6.3976209430E+02          0.0000000000E+00          5.0497802435E-02          2.8293938586E+00          2.8317834977E+00          3.8789661433E-02          2.1898351345E+02          7.2387865574E+01          1.3567965757E+01          -7.7217674501E+00         1.6462240976E+00          6.1799588185E-02          -1.2756744172E-03         5.6048138384E-03          3.0335244695E-01          3.0803659485E+00          3.3413003660E+00          0.0000000000E+00          3.0659783511E-02          1.3403961277E-01          -3.4707837165E-01         -5.4716699649E-05         -9.3951931002E-03         5.4744740485E-02          1.5485163268E-01          -9.1099518316E-03         6.9460210244E-04          5.5195124350E+00          
2021-08-10                17:12:45.072              221.71718833              5321.212520               1628615565.072            0                         963                       0.0000000000E+00          1.4798913211E+02          4.4999505095E+01          4.5000095773E+01          4.4730279021E+01          4.5312500000E+01          0.0000000000E+00          0.0000000000E+00          2.9268924744E+04          1.0000000000E+00          1.0600000000E+02          -9.8868299204E-04         -9.8822266442E-04         1.5676164642E-05          1.4145653826E-05          -2.4116495550E+03         -2.4116495550E+03         9.7674543994E+02          8.7467930152E+01          5.3397748144E+00          -1.8346788263E-03         -1.8372862240E-03         -1.6851538407E+03         -1.7471569905E+03         1.6505427209E+03          6.3976209430E+02          0.0000000000E+00          5.0497802435E-02          2.8293938586E+00          2.8317834977E+00          3.8789661433E-02          2.1898351345E+02          7.2387865574E+01          1.3567965757E+01          -7.7217674501E+00         1.6462240976E+00          3.8104432114E-02          -1.2756744172E-03         5.6048138384E-03          3.0335244695E-01          3.0803659485E+00          3.3413003660E+00          0.0000000000E+00          3.0659783511E-02          1.3403961277E-01          -3.4707837165E-01         -5.4716699649E-05         -9.3951931002E-03         5.4744740485E-02          1.5485163268E-01          -9.1099518316E-03         6.9460210244E-04          5.5195124350E+00          
2021-08-10                17:12:45.607              221.71719453              5321.212669               1628615565.607            0                         963                       0.0000000000E+00          1.4804368591E+02          4.4999534607E+01          4.5000144958E+01          4.4730308533E+01          4.5312500000E+01          0.0000000000E+00          0.0000000000E+00          2.9316626953E+04          1.0000000000E+00          1.0500000000E+02          -9.8868299204E-04         -9.8822266442E-04         1.5676164642E-05          1.4145653826E-05          -2.4116495550E+03         -2.4116495550E+03         9.7674543994E+02          8.7467930152E+01          5.3397748144E+00          -1.8346788263E-03         -1.8372862240E-03         -1.6851538407E+03         -1.7471569905E+03         1.6505427209E+03          6.3976209430E+02          0.0000000000E+00          5.0497802435E-02          2.8775661838E+00          2.8799561628E+00          3.9449528747E-02          2.1898351345E+02          7.2387865574E+01          1.3567965757E+01          -7.7217674501E+00         1.6756998124E+00          3.8104432114E-02          -1.2756744172E-03         5.6048138384E-03          3.0335244695E-01          3.0803659485E+00          3.3413003660E+00          0.0000000000E+00          3.0659783511E-02          1.3403961277E-01          -3.4707837165E-01         -5.4716699649E-05         -9.3951931002E-03         5.4744740485E-02          1.5485163268E-01          -9.1099518316E-03         6.9460210244E-04          5.5195124350E+00          
2021-08-10                17:12:46.121              221.71720047              5321.212811               1628615566.121            0                         963                       0.0000000000E+00          1.4802572744E+02          4.4999534607E+01          4.5000144958E+01          4.4730308533E+01          4.5315476190E+01          0.0000000000E+00          0.0000000000E+00          2.9314006353E+04          1.0000000000E+00          1.0600000000E+02          -9.8868299204E-04         -9.8822266442E-04         1.5676164642E-05          1.4145653826E-05          -2.4116495550E+03         -2.4116495550E+03         9.7674543994E+02          8.7467930152E+01          5.3397748144E+00          -1.8346788263E-03         -1.8372862240E-03         -1.6851538407E+03         -1.7471569905E+03         1.6505427209E+03          6.3976209430E+02          0.0000000000E+00          5.0497802435E-02          2.8775661838E+00          2.8799561628E+00          2.9827980111E-02          -7.8320650481E+01         6.0894341995E+01          1.1910060446E+01          -8.4018972670E+00         1.6756998124E+00          4.2657896851E-02          -1.2756744172E-03         5.6048138384E-03          3.0335244695E-01          3.0803659485E+00          3.3413003660E+00          0.0000000000E+00          3.0659783511E-02          1.3403961277E-01          -3.4707837165E-01         -5.4716699649E-05         -9.3951931002E-03         5.4744740485E-02          1.5485163268E-01          -9.1099518316E-03         6.9460210244E-04          5.5195124350E+00          
