DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               Amb_P                     CavityPressure            CavityTemp                WarmBoxTemp               EtalonTemp                DasTemp                   MPVPosition               solenoid_valves           OutletValve               MeasurementMode           species                   HP_12CH4                  HP_12CH4_dry              HP_13CH4                  HR_13CH4                  Delta_iCH4_Raw            HP_Delta_iCH4_Raw         HP_Delta_iCH4_30s         HP_Delta_iCH4_2min        HP_Delta_iCH4_5min        HR_12CH4                  HR_12CH4_dry              HR_Delta_iCH4_Raw         HR_Delta_iCH4_30s         HR_Delta_iCH4_2min        HR_Delta_iCH4_5min        ChemDetect                H2O                       12CO2                     12CO2_dry                 13CO2                     Delta_Raw_iCO2            Delta_30s_iCO2            Delta_2min_iCO2           Delta_5min_iCO2           peak87_baseave_spec       peak88_baseave            peakheight_5              peak0_spec                ch4_splinemax             peak30_spec               peak_30                   SSIMPressure              PPF_res                   PPF_base_offset           PPF_slope_offset          PPF_shift                 PPF_CH4_conc              PPF_H2O_conc              PPF_C2H6_conc             PPF_C2H4_conc             PPF_NH3_conc              PPF_H2S_conc              
2021-07-27                17:19:10.032              207.72164390              4985.319454               1627406350.033            0                         963                       0.0000000000E+00          1.4798735533E+02          4.5001820742E+01          4.5003940205E+01          4.4733027280E+01          4.7562500000E+01          0.0000000000E+00          0.0000000000E+00          2.9427284770E+04          1.0000000000E+00          1.0600000000E+02          -1.0699029944E-03         -1.0696325751E-03         7.5644732521E-06          3.5438301300E-06          -1.6293409051E+03         -1.6293409051E+03         2.4522269096E+03          -6.6683655063E+02         -1.0108720496E+03         3.3462336078E-03          3.3471990545E-03          -9.0578213787E+02         -1.5445550707E+03         -5.1737777760E+03         -2.4889580806E+03         0.0000000000E+00          3.3206420498E-02          1.7091002902E+00          1.7099771529E+00          2.5980117710E-02          3.5204982452E+02          4.6917921050E+01          3.0212687212E+01          1.1770364132E+01          9.6073811434E-01          2.0708571790E-02          1.2674544827E-03          1.0110175769E-02          1.6118321602E-01          2.0255916504E+00          2.2864981951E+00          0.0000000000E+00          4.0757595532E-02          2.0866027575E-01          -2.0057908320E-01         1.1255195610E-03          -1.4707226681E-02         3.7725777607E-02          -1.2623933256E-01         -1.4888111398E-02         1.1941289573E-02          2.6969522221E+00          
2021-07-27                17:19:10.552              207.72164991              4985.319598               1627406350.552            0                         963                       0.0000000000E+00          1.4800931549E+02          4.5001853943E+01          4.5003929138E+01          4.4732994080E+01          4.7562500000E+01          0.0000000000E+00          0.0000000000E+00          2.9438799805E+04          1.0000000000E+00          1.0500000000E+02          -1.0699029944E-03         -1.0696325751E-03         7.5644732521E-06          3.5438301300E-06          -1.6293409051E+03         -1.6293409051E+03         2.4522269096E+03          -6.6683655063E+02         -1.0108720496E+03         3.3462336078E-03          3.3471990545E-03          -9.0578213787E+02         -1.5445550707E+03         -5.1737777760E+03         -2.4889580806E+03         0.0000000000E+00          3.3206420498E-02          1.7189008281E+00          1.7198069358E+00          2.6129464101E-02          3.5204982452E+02          4.6917921050E+01          3.0212687212E+01          1.1770364132E+01          9.6673487412E-01          2.0708571790E-02          1.2674544827E-03          1.0110175769E-02          1.6118321602E-01          2.0255916504E+00          2.2864981951E+00          0.0000000000E+00          4.0757595532E-02          2.0866027575E-01          -2.0057908320E-01         1.1255195610E-03          -1.4707226681E-02         3.7725777607E-02          -1.2623933256E-01         -1.4888111398E-02         1.1941289573E-02          2.6969522221E+00          
2021-07-27                17:19:11.078              207.72165600              4985.319744               1627406351.078            0                         963                       0.0000000000E+00          1.4804548846E+02          4.5001853943E+01          4.5003929138E+01          4.4732994080E+01          4.7562500000E+01          0.0000000000E+00          0.0000000000E+00          2.9476977958E+04          1.0000000000E+00          1.0600000000E+02          -1.0699029944E-03         -1.0696325751E-03         7.5644732521E-06          3.5438301300E-06          -1.6293409051E+03         -1.6293409051E+03         2.4522269096E+03          -6.6683655063E+02         -1.0108720496E+03         3.3462336078E-03          3.3471990545E-03          -9.0578213787E+02         -1.5445550707E+03         -5.1737777760E+03         -2.4889580806E+03         0.0000000000E+00          3.3206420498E-02          1.7189008281E+00          1.7198069358E+00          1.9520525859E-02          1.0075195585E+01          8.0886182921E+01          3.2451324344E+01          1.2188029335E+01          9.6673487412E-01          2.5817790076E-02          1.2674544827E-03          1.0110175769E-02          1.6118321602E-01          2.0255916504E+00          2.2864981951E+00          0.0000000000E+00          4.0757595532E-02          2.0866027575E-01          -2.0057908320E-01         1.1255195610E-03          -1.4707226681E-02         3.7725777607E-02          -1.2623933256E-01         -1.4888111398E-02         1.1941289573E-02          2.6969522221E+00          
2021-07-27                17:19:12.469              207.72167209              4985.320130               1627406352.469            0                         963                       0.0000000000E+00          1.4800629508E+02          4.5001853943E+01          4.5003929138E+01          4.4732994080E+01          4.7562500000E+01          0.0000000000E+00          0.0000000000E+00          2.9472671342E+04          1.0000000000E+00          1.5000000000E+02          -1.1485644404E-03         -1.1483214397E-03         -1.1547339332E-04         8.4505036132E-05          7.9487081490E+03          7.9487081490E+03          4.2600045441E+02          -1.8710102673E+02         -9.1206751327E+02         5.5002798416E-03          5.5023833231E-03          3.6670139927E+02          -1.5894048140E+03         -2.9284079966E+03         -2.4838333310E+03         0.0000000000E+00          3.3712505197E-02          1.7189008281E+00          1.7198069358E+00          1.9520525859E-02          1.0075195585E+01          8.0886182921E+01          3.2451324344E+01          1.2188029335E+01          9.6673487412E-01          2.5817790076E-02          9.6977012348E-03          9.9674773722E-03          1.4509881023E-01          2.0564628170E+00          2.3173702445E+00          0.0000000000E+00          4.6260231467E-02          2.1163692220E-02          -3.4046149899E-01         3.5396067060E-04          -1.2360913615E-02         3.6572689671E-02          3.2444605364E-01          -1.1182409605E-02         1.3842902760E-02          3.7724194247E+00          
2021-07-27                17:19:13.767              207.72168713              4985.320491               1627406353.768            0                         963                       0.0000000000E+00          1.4793839082E+02          4.5001853943E+01          4.5003929138E+01          4.4732994080E+01          4.7562500000E+01          0.0000000000E+00          0.0000000000E+00          2.9396295015E+04          1.0000000000E+00          1.0600000000E+02          -1.1485644404E-03         -1.1483214397E-03         -1.1547339332E-04         8.4505036132E-05          7.9487081490E+03          7.9487081490E+03          4.2600045441E+02          -1.8710102673E+02         -9.1206751327E+02         5.5002798416E-03          5.5023833231E-03          3.6670139927E+02          -1.5894048140E+03         -2.9284079966E+03         -2.4838333310E+03         0.0000000000E+00          3.3712505197E-02          1.7189008281E+00          1.7198069358E+00          1.9520525859E-02          1.0075195585E+01          8.0886182921E+01          3.2451324344E+01          1.2188029335E+01          9.6673487412E-01          2.4798090525E-02          9.6977012348E-03          9.9674773722E-03          1.4509881023E-01          2.0564628170E+00          2.3173702445E+00          0.0000000000E+00          4.6260231467E-02          2.1163692220E-02          -3.4046149899E-01         3.5396067060E-04          -1.2360913615E-02         3.6572689671E-02          3.2444605364E-01          -1.1182409605E-02         1.3842902760E-02          3.7724194247E+00          
2021-07-27                17:19:14.295              207.72169323              4985.320638               1627406354.295            0                         963                       0.0000000000E+00          1.4795658493E+02          4.5001853943E+01          4.5003929138E+01          4.4732994080E+01          4.7562500000E+01          0.0000000000E+00          0.0000000000E+00          2.9395033691E+04          1.0000000000E+00          1.0500000000E+02          -1.1485644404E-03         -1.1483214397E-03         -1.1547339332E-04         8.4505036132E-05          7.9487081490E+03          7.9487081490E+03          4.2600045441E+02          -1.8710102673E+02         -9.1206751327E+02         5.5002798416E-03          5.5023833231E-03          3.6670139927E+02          -1.5894048140E+03         -2.9284079966E+03         -2.4838333310E+03         0.0000000000E+00          3.3712505197E-02          1.7076673650E+00          1.7085807585E+00          1.9393104066E-02          1.0075195585E+01          8.0886182921E+01          3.2451324344E+01          1.2188029335E+01          9.5986133511E-01          2.4798090525E-02          9.6977012348E-03          9.9674773722E-03          1.4509881023E-01          2.0564628170E+00          2.3173702445E+00          0.0000000000E+00          4.6260231467E-02          2.1163692220E-02          -3.4046149899E-01         3.5396067060E-04          -1.2360913615E-02         3.6572689671E-02          3.2444605364E-01          -1.1182409605E-02         1.3842902760E-02          3.7724194247E+00          
2021-07-27                17:19:14.809              207.72169919              4985.320781               1627406354.810            0                         963                       0.0000000000E+00          1.4799450018E+02          4.5001840640E+01          4.5004022256E+01          4.4733020685E+01          4.7562500000E+01          0.0000000000E+00          0.0000000000E+00          2.9423061699E+04          1.0000000000E+00          1.0600000000E+02          -1.1485644404E-03         -1.1483214397E-03         -1.1547339332E-04         8.4505036132E-05          7.9487081490E+03          7.9487081490E+03          4.2600045441E+02          -1.8710102673E+02         -9.1206751327E+02         5.5002798416E-03          5.5023833231E-03          3.6670139927E+02          -1.5894048140E+03         -2.9284079966E+03         -2.4838333310E+03         0.0000000000E+00          3.3712505197E-02          1.7076673650E+00          1.7085807585E+00          2.3999340600E-02          2.4998755062E+02          9.6974550980E+01          3.8992904095E+01          1.5565606162E+01          9.5986133511E-01          3.5062362100E-02          9.6977012348E-03          9.9674773722E-03          1.4509881023E-01          2.0564628170E+00          2.3173702445E+00          0.0000000000E+00          4.6260231467E-02          2.1163692220E-02          -3.4046149899E-01         3.5396067060E-04          -1.2360913615E-02         3.6572689671E-02          3.2444605364E-01          -1.1182409605E-02         1.3842902760E-02          3.7724194247E+00          
2021-07-27                17:19:16.207              207.72171536              4985.321169               1627406356.207            0                         963                       0.0000000000E+00          1.4800734758E+02          4.5001823425E+01          4.5004142761E+01          4.4733055115E+01          4.7605468750E+01          0.0000000000E+00          0.0000000000E+00          2.9451156710E+04          1.0000000000E+00          1.5000000000E+02          -1.2646753746E-03         -1.2644865037E-03         -1.6362111959E-04         5.5507750628E-05          1.0515082430E+04          1.0515082430E+04          1.6694364269E+03          2.6731202772E+02          -7.8158793828E+02         -9.5456623264E-03         -9.5514126771E-03         -1.5171635506E+03         -1.6414883483E+03         -2.9789006965E+03         -2.5020489290E+03         0.0000000000E+00          3.2415590641E-02          1.7076673650E+00          1.7085807585E+00          2.3999340600E-02          2.4998755062E+02          9.6974550980E+01          3.8992904095E+01          1.5565606162E+01          9.5986133511E-01          3.5062362100E-02          1.0409421089E-02          -2.5254130425E-02         1.2244489920E-01          1.9773510291E+00          2.2384763581E+00          0.0000000000E+00          5.0560914992E-02          1.2751400921E-01          -2.8608313533E-01         5.7409254152E-04          -5.5374011381E-03         3.5964947541E-02          1.7011886822E-02          -1.2447097812E-02         1.3520385380E-02          3.1023241249E+00          
2021-07-27                17:19:17.505              207.72173038              4985.321529               1627406357.505            0                         963                       0.0000000000E+00          1.4796766227E+02          4.5001823425E+01          4.5004142761E+01          4.4733055115E+01          4.7562500000E+01          0.0000000000E+00          0.0000000000E+00          2.9398269717E+04          1.0000000000E+00          1.0600000000E+02          -1.2646753746E-03         -1.2644865037E-03         -1.6362111959E-04         5.5507750628E-05          1.0515082430E+04          1.0515082430E+04          1.6694364269E+03          2.6731202772E+02          -7.8158793828E+02         -9.5456623264E-03         -9.5514126771E-03         -1.5171635506E+03         -1.6414883483E+03         -2.9789006965E+03         -2.5020489290E+03         0.0000000000E+00          3.2415590641E-02          1.7076673650E+00          1.7085807585E+00          2.3999340600E-02          2.4998755062E+02          9.6974550980E+01          3.8992904095E+01          1.5565606162E+01          9.5986133511E-01          1.7129282207E-02          1.0409421089E-02          -2.5254130425E-02         1.2244489920E-01          1.9773510291E+00          2.2384763581E+00          0.0000000000E+00          5.0560914992E-02          1.2751400921E-01          -2.8608313533E-01         5.7409254152E-04          -5.5374011381E-03         3.5964947541E-02          1.7011886822E-02          -1.2447097812E-02         1.3520385380E-02          3.1023241249E+00          
2021-07-27                17:19:18.015              207.72173628              4985.321671               1627406358.015            0                         963                       0.0000000000E+00          1.4797161865E+02          4.5001823425E+01          4.5004142761E+01          4.4733055115E+01          4.7562500000E+01          0.0000000000E+00          0.0000000000E+00          2.9396074219E+04          1.0000000000E+00          1.0500000000E+02          -1.2646753746E-03         -1.2644865037E-03         -1.6362111959E-04         5.5507750628E-05          1.0515082430E+04          1.0515082430E+04          1.6694364269E+03          2.6731202772E+02          -7.8158793828E+02         -9.5456623264E-03         -9.5514126771E-03         -1.5171635506E+03         -1.6414883483E+03         -2.9789006965E+03         -2.5020489290E+03         0.0000000000E+00          3.2415590641E-02          1.7660828169E+00          1.7669937335E+00          2.4819830281E-02          2.4998755062E+02          9.6974550980E+01          3.8992904095E+01          1.5565606162E+01          9.9560462118E-01          1.7129282207E-02          1.0409421089E-02          -2.5254130425E-02         1.2244489920E-01          1.9773510291E+00          2.2384763581E+00          0.0000000000E+00          5.0560914992E-02          1.2751400921E-01          -2.8608313533E-01         5.7409254152E-04          -5.5374011381E-03         3.5964947541E-02          1.7011886822E-02          -1.2447097812E-02         1.3520385380E-02          3.1023241249E+00          
