DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       EPOCH_TIME                ALARM_STATUS              INST_STATUS               Amb_P                     CavityPressure            CavityTemp                WarmBoxTemp               EtalonTemp                DasTemp                   MPVPosition               solenoid_valves           OutletValve               MeasurementMode           species                   HP_12CH4                  HP_12CH4_dry              HP_13CH4                  HR_13CH4                  Delta_iCH4_Raw            HP_Delta_iCH4_Raw         HP_Delta_iCH4_30s         HP_Delta_iCH4_2min        HP_Delta_iCH4_5min        HR_12CH4                  HR_12CH4_dry              HR_Delta_iCH4_Raw         HR_Delta_iCH4_30s         HR_Delta_iCH4_2min        HR_Delta_iCH4_5min        ChemDetect                H2O                       12CO2                     12CO2_dry                 13CO2                     Delta_Raw_iCO2            Delta_30s_iCO2            Delta_2min_iCO2           Delta_5min_iCO2           peak87_baseave_spec       peak88_baseave            peakheight_5              peak0_spec                ch4_splinemax             peak30_spec               peak_30                   SSIMPressure              PPF_res                   PPF_base_offset           PPF_slope_offset          PPF_shift                 PPF_CH4_conc              PPF_H2O_conc              PPF_C2H6_conc             PPF_C2H4_conc             PPF_NH3_conc              PPF_H2S_conc              
2021-06-03                12:32:29.177              153.52255992              3684.541438               1622723549.177            2                         963                       0.0000000000E+00          1.4805445220E+02          4.4999931335E+01          4.5000581423E+01          4.4725425720E+01          4.5562500000E+01          0.0000000000E+00          0.0000000000E+00          2.9970586959E+04          1.0000000000E+00          1.5000000000E+02          8.0276018743E-01          8.0448825032E-01          8.6813558431E-03          8.6287532400E-03          -3.9693779709E+01         -3.9693779709E+01         -4.9646857306E+01         -2.3585384703E+01         -3.1899079572E+01         8.2046674512E-01          8.2271048161E-01          -6.6653488574E+01         -7.5175232723E+01         -6.9645291094E+01         -7.1815161661E+01         0.0000000000E+00          1.7955609422E-01          1.7040354580E+03          1.7092102219E+03          1.8779980560E+01          -2.2219106957E+01         -2.1310955153E+01         -2.0434999324E+01         -2.0400875201E+01         1.0425813365E+03          3.0158750853E+01          1.1191984583E+00          1.9306939642E+00          1.8520228401E+02          1.0952921747E+01          1.1201946436E+01          0.0000000000E+00          1.6784385663E-01          3.0865277504E+00          -3.2012853293E-01         2.6607617080E-03          8.0963806805E-01          1.8772374328E-01          -1.4926920544E-01         6.5979528588E-02          1.3630272889E-02          -1.9742562369E+00         
2021-06-03                12:32:30.489              153.52257510              3684.541803               1622723550.489            2                         963                       0.0000000000E+00          1.4791143642E+02          4.4999931335E+01          4.5000450134E+01          4.4725425720E+01          4.5562500000E+01          0.0000000000E+00          0.0000000000E+00          2.9762514824E+04          1.0000000000E+00          1.0600000000E+02          8.0276018743E-01          8.0448825032E-01          8.6813558431E-03          8.6287532400E-03          -3.9693779709E+01         -3.9693779709E+01         -4.9646857306E+01         -2.3585384703E+01         -3.1899079572E+01         8.2046674512E-01          8.2271048161E-01          -6.6653488574E+01         -7.5175232723E+01         -6.9645291094E+01         -7.1815161661E+01         0.0000000000E+00          1.7955609422E-01          1.7040354580E+03          1.7092102219E+03          1.8779980560E+01          -2.2219106957E+01         -2.1310955153E+01         -2.0434999324E+01         -2.0400875201E+01         1.0425813365E+03          2.9991047067E+01          1.1191984583E+00          1.9306939642E+00          1.8520228401E+02          1.0952921747E+01          1.1201946436E+01          0.0000000000E+00          1.6784385663E-01          3.0865277504E+00          -3.2012853293E-01         2.6607617080E-03          8.0963806805E-01          1.8772374328E-01          -1.4926920544E-01         6.5979528588E-02          1.3630272889E-02          -1.9742562369E+00         
2021-06-03                12:32:31.013              153.52258117              3684.541948               1622723551.013            2                         963                       0.0000000000E+00          1.4796322632E+02          4.4999931335E+01          4.5000450134E+01          4.4725425720E+01          4.5562500000E+01          0.0000000000E+00          0.0000000000E+00          2.9785218750E+04          1.0000000000E+00          1.0500000000E+02          8.0276018743E-01          8.0448825032E-01          8.6813558431E-03          8.6287532400E-03          -3.9693779709E+01         -3.9693779709E+01         -4.9646857306E+01         -2.3585384703E+01         -3.1899079572E+01         8.2046674512E-01          8.2271048161E-01          -6.6653488574E+01         -7.5175232723E+01         -6.9645291094E+01         -7.1815161661E+01         0.0000000000E+00          1.7955609422E-01          1.6912485122E+03          1.6965210449E+03          1.8640557980E+01          -2.2219106957E+01         -2.1310955153E+01         -2.0434999324E+01         -2.0400875201E+01         1.0347572514E+03          2.9991047067E+01          1.1191984583E+00          1.9306939642E+00          1.8520228401E+02          1.0952921747E+01          1.1201946436E+01          0.0000000000E+00          1.6784385663E-01          3.0865277504E+00          -3.2012853293E-01         2.6607617080E-03          8.0963806805E-01          1.8772374328E-01          -1.4926920544E-01         6.5979528588E-02          1.3630272889E-02          -1.9742562369E+00         
2021-06-03                12:32:31.525              153.52258709              3684.542090               1622723551.525            2                         963                       0.0000000000E+00          1.4794306890E+02          4.4999931335E+01          4.5000450134E+01          4.4725425720E+01          4.5562500000E+01          0.0000000000E+00          0.0000000000E+00          2.9742734468E+04          1.0000000000E+00          1.0600000000E+02          8.0276018743E-01          8.0448825032E-01          8.6813558431E-03          8.6287532400E-03          -3.9693779709E+01         -3.9693779709E+01         -4.9646857306E+01         -2.3585384703E+01         -3.1899079572E+01         8.2046674512E-01          8.2271048161E-01          -6.6653488574E+01         -7.5175232723E+01         -6.9645291094E+01         -7.1815161661E+01         0.0000000000E+00          1.7955609422E-01          1.6912485122E+03          1.6965210449E+03          1.8665843036E+01          -2.0892792372E+01         -2.1292107823E+01         -2.0445632254E+01         -2.0394254691E+01         1.0347572514E+03          2.9964775960E+01          1.1191984583E+00          1.9306939642E+00          1.8520228401E+02          1.0952921747E+01          1.1201946436E+01          0.0000000000E+00          1.6784385663E-01          3.0865277504E+00          -3.2012853293E-01         2.6607617080E-03          8.0963806805E-01          1.8772374328E-01          -1.4926920544E-01         6.5979528588E-02          1.3630272889E-02          -1.9742562369E+00         
2021-06-03                12:32:32.897              153.52260297              3684.542471               1622723552.897            2                         963                       0.0000000000E+00          1.4794676657E+02          4.4999931335E+01          4.5000450134E+01          4.4725425720E+01          4.5562500000E+01          0.0000000000E+00          0.0000000000E+00          2.9700225582E+04          1.0000000000E+00          1.5000000000E+02          8.1430916904E-01          8.1612955313E-01          8.7532054114E-03          8.7572290759E-03          -4.5557202181E+01         -4.5557202181E+01         -4.9842604853E+01         -2.3960061663E+01         -3.1974841269E+01         8.4030859785E-01          8.4266797375E-01          -7.5190864240E+01         -7.5693201527E+01         -6.9785843168E+01         -7.2381452556E+01         0.0000000000E+00          1.8642256747E-01          1.6912485122E+03          1.6965210449E+03          1.8665843036E+01          -2.0892792372E+01         -2.1292107823E+01         -2.0445632254E+01         -2.0394254691E+01         1.0347572514E+03          2.9964775960E+01          1.1289077618E+00          1.9655675768E+00          1.8789930895E+02          1.1371776615E+01          1.1620585556E+01          0.0000000000E+00          1.7028904471E-01          3.0752562406E+00          -3.0684430782E-01         2.5819314984E-03          8.1455096798E-01          1.9486490333E-01          -1.2587082844E-01         6.6568447955E-02          1.5960362955E-02          -4.3938973602E+00         
2021-06-03                12:32:34.188              153.52261793              3684.542830               1622723554.189            2                         963                       0.0000000000E+00          1.4796237138E+02          4.4999931335E+01          4.5000450134E+01          4.4725425720E+01          4.5619047619E+01          0.0000000000E+00          0.0000000000E+00          2.9654693739E+04          1.0000000000E+00          1.0600000000E+02          8.1430916904E-01          8.1612955313E-01          8.7532054114E-03          8.7572290759E-03          -4.5557202181E+01         -4.5557202181E+01         -4.9842604853E+01         -2.3960061663E+01         -3.1974841269E+01         8.4030859785E-01          8.4266797375E-01          -7.5190864240E+01         -7.5693201527E+01         -6.9785843168E+01         -7.2381452556E+01         0.0000000000E+00          1.8642256747E-01          1.6912485122E+03          1.6965210449E+03          1.8665843036E+01          -2.0892792372E+01         -2.1292107823E+01         -2.0445632254E+01         -2.0394254691E+01         1.0347572514E+03          2.9773223035E+01          1.1289077618E+00          1.9655675768E+00          1.8789930895E+02          1.1371776615E+01          1.1620585556E+01          0.0000000000E+00          1.7028904471E-01          3.0752562406E+00          -3.0684430782E-01         2.5819314984E-03          8.1455096798E-01          1.9486490333E-01          -1.2587082844E-01         6.6568447955E-02          1.5960362955E-02          -4.3938973602E+00         
2021-06-03                12:32:34.697              153.52262382              3684.542972               1622723554.698            2                         963                       0.0000000000E+00          1.4799249268E+02          4.4999931335E+01          4.5000450134E+01          4.4725425720E+01          4.5625000000E+01          0.0000000000E+00          0.0000000000E+00          2.9667810547E+04          1.0000000000E+00          1.0500000000E+02          8.1430916904E-01          8.1612955313E-01          8.7532054114E-03          8.7572290759E-03          -4.5557202181E+01         -4.5557202181E+01         -4.9842604853E+01         -2.3960061663E+01         -3.1974841269E+01         8.4030859785E-01          8.4266797375E-01          -7.5190864240E+01         -7.5693201527E+01         -6.9785843168E+01         -7.2381452556E+01         0.0000000000E+00          1.8642256747E-01          1.6776558664E+03          1.6830873973E+03          1.8518040355E+01          -2.0892792372E+01         -2.1292107823E+01         -2.0445632254E+01         -2.0394254691E+01         1.0264401742E+03          2.9773223035E+01          1.1289077618E+00          1.9655675768E+00          1.8789930895E+02          1.1371776615E+01          1.1620585556E+01          0.0000000000E+00          1.7028904471E-01          3.0752562406E+00          -3.0684430782E-01         2.5819314984E-03          8.1455096798E-01          1.9486490333E-01          -1.2587082844E-01         6.6568447955E-02          1.5960362955E-02          -4.3938973602E+00         
2021-06-03                12:32:35.229              153.52262997              3684.543119               1622723555.229            2                         963                       0.0000000000E+00          1.4800403050E+02          4.4999956823E+01          4.5000577570E+01          4.4725349259E+01          4.5625000000E+01          0.0000000000E+00          0.0000000000E+00          2.9676399360E+04          1.0000000000E+00          1.0600000000E+02          8.1430916904E-01          8.1612955313E-01          8.7532054114E-03          8.7572290759E-03          -4.5557202181E+01         -4.5557202181E+01         -4.9842604853E+01         -2.3960061663E+01         -3.1974841269E+01         8.4030859785E-01          8.4266797375E-01          -7.5190864240E+01         -7.5693201527E+01         -6.9785843168E+01         -7.2381452556E+01         0.0000000000E+00          1.8642256747E-01          1.6776558664E+03          1.6830873973E+03          1.8518082281E+01          -2.0890575623E+01         -2.1241345168E+01         -2.0477022549E+01         -2.0396902358E+01         1.0264401742E+03          2.9702679866E+01          1.1289077618E+00          1.9655675768E+00          1.8789930895E+02          1.1371776615E+01          1.1620585556E+01          0.0000000000E+00          1.7028904471E-01          3.0752562406E+00          -3.0684430782E-01         2.5819314984E-03          8.1455096798E-01          1.9486490333E-01          -1.2587082844E-01         6.6568447955E-02          1.5960362955E-02          -4.3938973602E+00         
2021-06-03                12:32:36.621              153.52264609              3684.543506               1622723556.622            2                         963                       0.0000000000E+00          1.4802070516E+02          4.4999961853E+01          4.5000602722E+01          4.4725334167E+01          4.5625000000E+01          0.0000000000E+00          0.0000000000E+00          2.9693657878E+04          1.0000000000E+00          1.5000000000E+02          8.3105462896E-01          8.3300674940E-01          8.8268640731E-03          8.8773976336E-03          -5.7025805330E+01         -5.7025805330E+01         -5.1437934603E+01         -2.7294187795E+01         -3.2259829592E+01         8.5644033989E-01          8.5893792803E-01          -8.0258501217E+01         -7.7572198197E+01         -7.5291464061E+01         -7.3156220126E+01         0.0000000000E+00          1.9582271784E-01          1.6776558664E+03          1.6830873973E+03          1.8518082281E+01          -2.0890575623E+01         -2.1241345168E+01         -2.0477022549E+01         -2.0396902358E+01         1.0264401742E+03          2.9702679866E+01          1.1391361126E+00          1.9939155085E+00          1.9179993697E+02          1.1945185788E+01          1.2193819352E+01          0.0000000000E+00          1.7921306913E-01          3.0456607622E+00          -3.3303755000E-01         2.5023863568E-03          8.2185973211E-01          2.0468868162E-01          -6.4149009315E-02         6.3834507762E-02          1.5923150264E-02          -3.7800320005E+00         
2021-06-03                12:32:37.930              153.52266124              3684.543870               1622723557.931            2                         963                       0.0000000000E+00          1.4800669123E+02          4.4999961853E+01          4.5000602722E+01          4.4725334167E+01          4.5587225275E+01          0.0000000000E+00          0.0000000000E+00          2.9681976927E+04          1.0000000000E+00          1.0600000000E+02          8.3105462896E-01          8.3300674940E-01          8.8268640731E-03          8.8773976336E-03          -5.7025805330E+01         -5.7025805330E+01         -5.1437934603E+01         -2.7294187795E+01         -3.2259829592E+01         8.5644033989E-01          8.5893792803E-01          -8.0258501217E+01         -7.7572198197E+01         -7.5291464061E+01         -7.3156220126E+01         0.0000000000E+00          1.9582271784E-01          1.6776558664E+03          1.6830873973E+03          1.8518082281E+01          -2.0890575623E+01         -2.1241345168E+01         -2.0477022549E+01         -2.0396902358E+01         1.0264401742E+03          2.9524837395E+01          1.1391361126E+00          1.9939155085E+00          1.9179993697E+02          1.1945185788E+01          1.2193819352E+01          0.0000000000E+00          1.7921306913E-01          3.0456607622E+00          -3.3303755000E-01         2.5023863568E-03          8.2185973211E-01          2.0468868162E-01          -6.4149009315E-02         6.3834507762E-02          1.5923150264E-02          -3.7800320005E+00         
