"","peak","DATE","avg_CO2","avg_deltaCO2","avg_CH4","avg_deltaCH4","Site","chamber","Design"
"1",37,"2021-07-12",604.598407846667,-14.0231473863056,1.9738072648,-42.6869809627778,"LP",1,"BDA"
"2",38,"2021-07-12",864.597027278889,-16.69144878825,2.05407558255556,-32.8539822896667,"LP",1,"BDA"
"3",39,"2021-07-12",1205.7524224,-18.8604370464444,2.15363744685556,-34.4999418766667,"LP",1,"BDA"
"4",40,"2021-07-12",717.50473656,-15.2501812154722,1.93483467822222,-31.8087240948889,"LP",2,"BDA"
"5",41,"2021-07-12",1080.56519814444,-17.9619584830278,1.88965303423333,-47.9241059756667,"LP",2,"BDA"
"6",42,"2021-07-12",1601.607093,-19.2437088303889,1.83540415456667,-28.9817190274444,"LP",2,"BDA"
"7",43,"2021-07-12",755.343576972222,-17.0595013381389,1.95317540808889,-36.3017052381111,"LP",3,"BDA"
"8",44,"2021-07-12",1206.24337472222,-20.4557082601667,1.92556310504444,-29.4353750788889,"LP",3,"BDA"
"9",45,"2021-07-12",1978.09103353333,-22.6399142504167,1.87325150113333,-35.6003672845556,"LP",3,"BDA"
"10",46,"2021-07-12",621.545130903333,-14.5240411541667,1.99943569974444,-29.6044339674444,"LP",4,"BDA"
"11",47,"2021-07-12",795.460366368889,-15.50396445375,2.1280520939,-35.1700630876667,"LP",4,"BDA"
"12",48,"2021-07-12",1173.03045747778,-17.3340984577778,2.35284776621111,-36.333643246,"LP",4,"BDA"
"13",49,"2021-07-12",584.248190778889,-13.67796322725,1.97470102362222,-38.3568432977778,"LP",5,"BDA"
"14",50,"2021-07-12",794.024918026667,-16.4449962503056,1.96644556476667,-40.3774370661111,"LP",5,"BDA"
"15",51,"2021-07-12",1185.72355486667,-18.932052266,1.98279343658889,-32.7095180468889,"LP",5,"BDA"
"16",52,"2021-07-12",595.357724558889,-13.69717644475,2.06871593983333,-30.4694307591111,"LP",6,"BDA"
"17",53,"2021-07-12",768.63660194,-16.5440156088889,2.24180838641111,-51.5628987657778,"LP",6,"BDA"
"18",54,"2021-07-12",996.734001261111,-18.6001228056944,2.47255002865556,-52.1866091415556,"LP",6,"BDA"
"19",55,"2021-07-12",737.537295206667,-16.736914127,1.95814584444444,-29.9616486368889,"LP",7,"REF"
"20",56,"2021-07-12",1132.63560784444,-19.9155035785833,1.96269103761111,-34.8911924158889,"LP",7,"REF"
"21",57,"2021-07-12",1489.13792187778,-21.9930518244722,1.95586657346667,-28.5489766444444,"LP",7,"REF"
"22",58,"2021-07-12",753.506528504444,-16.7654770185833,2.15365437486667,-40.0043449267778,"LP",8,"REF"
"23",59,"2021-07-12",1051.00517252222,-19.268544859,2.53144520736667,-45.5289608818889,"LP",8,"REF"
"24",60,"2021-07-12",1579.39721123333,-21.5366580671389,3.15623583562222,-52.1854606884444,"LP",8,"REF"
"25",61,"2021-07-12",592.041426764444,-14.3326846103056,2.72958961414444,-42.8190925697778,"LP",9,"REF"
"26",62,"2021-07-12",758.221242493333,-16.7288832572778,4.20839028033333,-50.8838773463333,"LP",9,"REF"
"27",63,"2021-07-12",1040.16312681111,-19.3803471815833,6.40606443402222,-54.7850615292222,"LP",9,"REF"
"28",64,"2021-07-12",716.150053138889,-16.1022739701667,1.90482710435556,-28.5558365714444,"LP",10,"REF"
"29",65,"2021-07-12",1017.33307947778,-18.6768915656667,1.81341722766667,-25.8337253505556,"LP",10,"REF"
"30",66,"2021-07-12",1488.21050154444,-20.8683376986111,1.70621944813333,-24.1371577352222,"LP",10,"REF"
"31",67,"2021-07-12",610.27852529,-14.4122526413889,2.01371193124444,-31.1915305242222,"LP",11,"REF"
"32",68,"2021-07-12",795.905312278889,-16.1666289236111,2.1711196521,-39.2743254752222,"LP",11,"REF"
"33",69,"2021-07-12",1093.60022273333,-18.7302371419167,2.41402729407778,-41.6276759763333,"LP",11,"REF"
"34",70,"2021-07-12",698.680245744445,-15.7153300466944,1.9647472553,-34.0969834535556,"LP",12,"REF"
"35",71,"2021-07-12",956.329972854444,-18.0415149861389,2.0079223481,-32.3753119706667,"LP",12,"REF"
"36",72,"2021-07-12",1367.16629725556,-20.3669376419167,2.0879434572,-35.2332395882222,"LP",12,"REF"
"37",73,"2021-07-13",770.847883761111,-17.74311056375,1.89145656214444,-32.8716907704444,"FH",1,"BDA"
"38",74,"2021-07-13",715.750809026667,-17.3155685357778,1.87761083083333,-31.2115830923333,"FH",1,"BDA"
"39",75,"2021-07-13",779.095367882222,-18.2024826997222,1.86870466794444,-26.9872969176667,"FH",1,"BDA"
"40",76,"2021-07-13",864.988357785556,-18.3306248438333,1.9294561735,-37.4129900104444,"FH",2,"BDA"
"41",77,"2021-07-13",906.480262706667,-18.9575999891389,1.84889329604444,-34.4326915306667,"FH",2,"BDA"
"42",78,"2021-07-13",892.076464318889,-18.9390572025556,1.8327471402,-33.7336806836667,"FH",2,"BDA"
"43",79,"2021-07-13",709.500745451111,-16.41023654925,1.84438893753333,-34.2569526095556,"FH",3,"BDA"
"44",80,"2021-07-13",901.644833791111,-18.67015354375,1.79618216903333,-33.6836907111111,"FH",3,"BDA"
"45",81,"2021-07-13",968.419614965556,-19.4009539591944,1.77535052177778,-31.5638281746667,"FH",3,"BDA"
"46",82,"2021-07-13",863.034720187778,-18.4266482965,1.91377503224444,-46.9299566554444,"FH",4,"BDA"
"47",83,"2021-07-13",1710.38927105556,-21.1578733571389,1.82935984195556,-48.1764673326667,"FH",4,"BDA"
"48",84,"2021-07-13",2393.96736287778,-22.3030740433056,1.73662649792222,-42.9958625604444,"FH",4,"BDA"
"49",85,"2021-07-13",845.903481212222,-16.9621344170278,1.84834625356667,-43.4685673864444,"FH",5,"BDA"
"50",86,"2021-07-13",1153.4474083,-19.1283360779444,1.75389564097778,-32.210251038,"FH",5,"BDA"
"51",87,"2021-07-13",1416.42671327778,-20.2083304301111,1.68442831465556,-36.9354692055556,"FH",5,"BDA"
"52",88,"2021-07-13",859.125447985556,-16.2691189286111,1.87126976383333,-37.991893967,"FH",6,"BDA"
"53",89,"2021-07-13",926.832159048889,-16.9510330537222,1.85553558016667,-33.87447554,"FH",6,"BDA"
"54",90,"2021-07-13",996.28645463,-17.6487247215556,1.84403905863333,-30.9818433883333,"FH",6,"BDA"
"55",91,"2021-07-13",765.752335111111,-16.7146380350833,1.85729497847778,-51.787424649,"FH",7,"REF"
"56",92,"2021-07-13",886.769988211111,-18.0678947658056,1.83217382193333,-37.3252049002222,"FH",7,"REF"
