"","peak","DATE","avg_CO2","avg_deltaCO2","avg_CH4","avg_deltaCH4","Site","chamber","Design"
"1",1,"2021-08-26",522.381961694444,-13.0952036241389,1.92590840242222,-37.9052796827778,"FH",1,"BDA"
"2",2,"2021-08-26",645.543049216667,-15.9240943694444,1.87116682321111,-38.6272666923333,"FH",1,"BDA"
"3",3,"2021-08-26",744.225745275556,-17.2537502393889,1.85407529614444,-40.9074944394444,"FH",1,"BDA"
"4",4,"2021-08-26",782.560911352222,-17.1702144644167,1.89937281296667,-45.2261755567778,"FH",2,"BDA"
"5",5,"2021-08-26",815.128737571111,-17.5267054213889,1.85608184287778,-42.0763138157778,"FH",2,"BDA"
"6",6,"2021-08-26",938.626331716667,-18.58158322525,1.98860492062222,-47.2103118747778,"FH",2,"BDA"
"7",7,"2021-08-26",679.608571443333,-15.7709628635833,1.87491707228889,-48.0896540178889,"FH",3,"BDA"
"8",8,"2021-08-26",883.394029376667,-18.1212285839444,1.81904838575556,-46.6964770475556,"FH",3,"BDA"
"9",9,"2021-08-26",1184.66675241111,-20.226594048,1.72902649924444,-36.5155520285556,"FH",3,"BDA"
"10",10,"2021-08-26",663.815155147778,-15.6404555068611,1.8968888623,-45.6448284374444,"FH",4,"BDA"
"11",11,"2021-08-26",976.766840477778,-18.9014501836667,1.81500049655556,-43.8878226846667,"FH",4,"BDA"
"12",12,"2021-08-26",1172.52159113333,-20.4260448945278,1.78516809617778,-45.3089014442222,"FH",4,"BDA"
"13",13,"2021-08-26",621.298295395556,-15.3466745875278,1.88997445462222,-42.6233438833333,"FH",5,"BDA"
"14",14,"2021-08-26",776.757043493333,-17.3856197126667,1.81161343995556,-46.0446461776667,"FH",5,"BDA"
"15",15,"2021-08-26",1000.88645149222,-19.9691177414444,1.74656255831111,-38.7575736353333,"FH",5,"BDA"
"16",16,"2021-08-26",593.250374775556,-14.6773017591944,1.91455221961111,-36.894255268,"FH",6,"BDA"
"17",17,"2021-08-26",624.274002187778,-15.4107535480278,1.91506515805556,-39.4904159314444,"FH",6,"BDA"
"18",18,"2021-08-26",738.318471321111,-16.422011376,1.90794716851111,-37.6545391573333,"FH",6,"BDA"
"19",19,"2021-08-26",574.58751907,-14.4793016615,1.89361414951111,-48.6818100856667,"FH",7,"REF"
"20",21,"2021-08-26",670.160892945556,-16.3469360688889,1.87256245708889,-39.3006309571111,"FH",7,"REF"
"21",22,"2021-08-26",664.268286708889,-16.2762468293611,1.857162223,-39.7215399155556,"FH",7,"REF"
"22",23,"2021-08-26",552.550482316667,-14.0205351864722,1.87455608836667,-43.2761280111111,"FH",8,"REF"
"23",24,"2021-08-26",605.273146896667,-15.7399896195833,1.85654305502222,-44.7892696826667,"FH",8,"REF"
"24",25,"2021-08-26",621.968001958889,-15.6144797650278,1.85855244703333,-45.1934554432222,"FH",8,"REF"
"25",26,"2021-08-26",579.521255121111,-14.7149472410278,1.89016080288889,-44.6873887718889,"FH",9,"REF"
"26",27,"2021-08-26",716.030983018889,-17.3894989134444,1.85675790803333,-42.3020982338889,"FH",9,"REF"
"27",28,"2021-08-26",839.136452615556,-18.6618815732778,1.85050411441111,-46.6577649287778,"FH",9,"REF"
"28",29,"2021-08-26",707.938306266667,-16.3827085436944,1.9176014274,-42.8200881236667,"FH",10,"REF"
"29",30,"2021-08-26",1187.93364865556,-20.5398946488333,1.91351876924444,-49.210070669,"FH",10,"REF"
"30",31,"2021-08-26",1642.83385116667,-22.4463678958056,1.89231519214444,-42.9679752785556,"FH",10,"REF"
"31",32,"2021-08-26",788.908780311111,-18.0412894943889,2.0910703342,-46.4136714874444,"FH",11,"REF"
"32",33,"2021-08-26",1397.17193301111,-22.6170549288333,2.49653326978889,-52.6816033911111,"FH",11,"REF"
"33",34,"2021-08-26",1902.25532394444,-23.74553498075,2.81386545283333,-56.1635791841111,"FH",11,"REF"
"34",35,"2021-08-26",962.599462518889,-19.2541328399722,1.99871110636667,-47.9330300244444,"FH",12,"REF"
"35",36,"2021-08-26",1805.66259425556,-22.8752496336111,2.09315700552222,-46.9571065317778,"FH",12,"REF"
"36",37,"2021-08-26",2816.9658461,-24.3908316677222,2.21078862614444,-51.0020284363333,"FH",12,"REF"
