"","peak","DATE","avg_CO2","avg_deltaCO2","avg_CH4","avg_deltaCH4","Site","chamber","Design"
"1",7,"2021-06-14",513.156229226667,-13.1033263797222,1.93701363483333,-54.2974598263333,"LP",1,"BDA"
"2",8,"2021-06-14",956.828823807778,-16.5263120648056,2.49747260405556,-45.4989765885556,"LP",1,"BDA"
"3",9,"2021-06-14",1530.92873951111,-18.1926409275556,3.30775781995556,-49.7901405784444,"LP",1,"BDA"
"4",10,"2021-06-14",882.505536318889,-17.2976553975278,1.92420950317778,-39.1092933445556,"LP",2,"BDA"
"5",11,"2021-06-14",1303.09944815556,-19.9707488841111,1.96541088342222,-57.6562059577778,"LP",2,"BDA"
"6",12,"2021-06-14",1807.26672524444,-21.2337128890278,2.03417752725556,-38.929678227,"LP",2,"BDA"
"7",13,"2021-06-14",898.977945258889,-17.5714896159444,1.95793398584444,-49.465484122,"LP",3,"BDA"
"8",14,"2021-06-14",1345.79242935556,-21.5395311347778,2.03344220818889,-50.4401388496667,"LP",3,"BDA"
"9",15,"2021-06-14",1892.78481381111,-23.813197405,2.13550362871111,-49.312065272,"LP",3,"BDA"
"10",16,"2021-06-14",823.131488605556,-15.7019350356389,2.52619724835556,-50.1180413471111,"LP",4,"BDA"
"11",17,"2021-06-14",1046.94086515556,-16.6592938031389,3.35311766917778,-57.4005084795556,"LP",4,"BDA"
"12",18,"2021-06-14",1437.51327826667,-18.1109735463611,4.40174297941111,-61.1334447166667,"LP",4,"BDA"
"13",19,"2021-06-14",762.883120641111,-15.5092054333056,2.22896232077778,-48.5311285951111,"LP",5,"BDA"
"14",20,"2021-06-14",992.641717334444,-17.7392701641389,2.63129938222222,-57.8649537503333,"LP",5,"BDA"
"15",21,"2021-06-14",1334.02804328889,-20.0014844027778,3.24547327371111,-61.825154472,"LP",5,"BDA"
"16",22,"2021-06-14",738.001179797778,-15.0657476753611,2.44793830354444,-53.546779594,"LP",6,"BDA"
"17",23,"2021-06-14",882.959416356667,-15.7739250906111,2.51431426004444,-64.3060355955556,"LP",6,"BDA"
"18",24,"2021-06-14",1144.89984593333,-18.4077137073333,2.62313985468889,-63.6306028434444,"LP",6,"BDA"
"19",25,"2021-06-14",826.384416975556,-16.7875844499167,1.92415549067778,-44.8751819232222,"LP",7,"REF"
"20",26,"2021-06-14",1068.51890922222,-19.5355647589722,1.94554521543333,-46.7541013038889,"LP",7,"REF"
"21",27,"2021-06-14",1400.38087951111,-21.7431976716944,1.98235545647778,-46.5635618102222,"LP",7,"REF"
"22",28,"2021-06-14",893.201758107778,-17.7344332110833,2.3759403916,-51.3280645962222,"LP",8,"REF"
"23",29,"2021-06-14",1155.74227103333,-20.1322986738056,2.9101315345,-55.9504125761111,"LP",8,"REF"
"24",30,"2021-06-14",1523.17881223333,-22.3286309183056,3.67114781195556,-60.9884360681111,"LP",8,"REF"
"25",31,"2021-06-14",860.615054511111,-16.6520860954722,4.3391224718,-57.1714795244444,"LP",9,"REF"
"26",32,"2021-06-14",1020.72941826667,-18.6284263643333,6.70701917282222,-60.5243085888889,"LP",9,"REF"
"27",33,"2021-06-14",1295.67132582222,-20.8672676045,10.2398582151111,-62.6105297996667,"LP",9,"REF"
"28",36,"2021-06-14",756.537165581111,-15.4657672257222,3.46342339606667,-52.5746873868889,"LP",11,"REF"
"29",37,"2021-06-14",836.592206513333,-16.6175255235833,3.563489151,-53.1336445997778,"LP",11,"REF"
"30",38,"2021-06-14",1031.61130033333,-16.9028451769167,3.82356103164444,-53.0859821757778,"LP",11,"REF"
"31",39,"2021-06-14",1143.00154955556,-18.1488641446111,2.39644652816667,-44.2814569193333,"LP",12,"REF"
"32",40,"2021-06-14",1399.84618626667,-19.7739808589722,2.69587752764444,-48.4904336153333,"LP",12,"REF"
"33",41,"2021-06-14",1830.28747122222,-21.0849344466111,3.11571687044444,-49.767889309,"LP",12,"REF"
"34",96,"2021-06-15",699.346783156667,-12.2870358523611,1.87432001658889,-35.5189405918889,"FH",1,"BDA"
"35",97,"2021-06-15",997.137009637778,-17.0890914420556,1.88338830481111,-33.8353622376667,"FH",1,"BDA"
"36",98,"2021-06-15",1210.90712892222,-19.2641246514167,1.8436049337,-35.452139091,"FH",1,"BDA"
"37",99,"2021-06-15",846.844856533333,-14.4568026815278,1.88264940173333,-33.8308154344444,"FH",2,"BDA"
"38",100,"2021-06-15",1380.95322102222,-19.5974689563333,1.87330323316667,-35.2627389844444,"FH",2,"BDA"
"39",101,"2021-06-15",1910.22307415556,-22.4488474711667,1.86348593144444,-32.6225762426667,"FH",2,"BDA"
"40",102,"2021-06-15",767.658865108889,-12.9917222100833,1.86903288528889,-37.6885621194444,"FH",3,"BDA"
"41",103,"2021-06-15",1077.0743266,-17.2466149714167,1.83397859356667,-32.895218657,"FH",3,"BDA"
"42",104,"2021-06-15",1338.10331472222,-19.2621940888333,1.79416870016667,-31.4529503245556,"FH",3,"BDA"
"43",105,"2021-06-15",807.382630711111,-13.7641929630278,1.97709623975556,-47.9341554292222,"FH",4,"BDA"
"44",106,"2021-06-15",1327.3986949,-19.5281744255278,2.09528767755556,-25.4424387955556,"FH",4,"BDA"
"45",107,"2021-06-15",1845.11139362222,-21.77406813975,2.19366398464444,-30.7606613502222,"FH",4,"BDA"
"46",109,"2021-06-15",759.554425265556,-14.6205352024722,1.94317097705556,-27.0950447916667,"FH",5,"BDA"
"47",110,"2021-06-15",1171.60137463333,-18.9769127062222,1.9760460165,-24.2317763215556,"FH",5,"BDA"
"48",111,"2021-06-15",1554.28008791111,-20.42487187575,1.99325840426667,-32.8073163314444,"FH",5,"BDA"
"49",112,"2021-06-15",723.748476896667,-14.0383009728611,1.95654491762222,-26.3706443421111,"FH",6,"BDA"
"50",113,"2021-06-15",1008.79354287778,-17.7192764399722,1.96116373121111,-25.9041531545556,"FH",6,"BDA"
"51",114,"2021-06-15",1306.491074,-20.2356821652222,1.97900270765556,-26.2432167995556,"FH",6,"BDA"
"52",115,"2021-06-15",724.800079625556,-13.5765319590833,1.89845226455556,-48.1567381951111,"FH",7,"REF"
"53",116,"2021-06-15",1044.22653296667,-17.3248242073333,1.89118821048889,-38.9445430413333,"FH",7,"REF"
"54",117,"2021-06-15",1349.80734517778,-19.5984794248611,1.89383761841111,-32.1652511164444,"FH",7,"REF"
"55",118,"2021-06-15",776.884995862222,-15.3371949211667,1.90275658288889,-26.7937344018889,"FH",8,"REF"
"56",119,"2021-06-15",1108.34694096667,-19.5017736046389,1.89976394753333,-27.7716778325556,"FH",8,"REF"
"57",120,"2021-06-15",1455.57173517778,-21.3872108434444,1.89449291367778,-27.462263889,"FH",8,"REF"
"58",121,"2021-06-15",841.086888072222,-15.8399233369444,2.01162715212222,-54.6342191362222,"FH",9,"REF"
"59",122,"2021-06-15",1275.47955354444,-20.5353928019167,2.05575220006667,-33.8545461402222,"FH",9,"REF"
"60",123,"2021-06-15",1708.04657157778,-23.0947623747778,2.09636474148889,-52.9044315558889,"FH",9,"REF"
"61",124,"2021-06-15",977.733118131111,-17.2808208160556,2.28343035667778,-43.1354543072222,"FH",10,"REF"
"62",125,"2021-06-15",1326.53169753333,-20.1493012061667,2.49997670738889,-56.3480518728889,"FH",10,"REF"
"63",126,"2021-06-15",1676.0190445,-21.7140016304722,2.6263604829,-34.9421015171111,"FH",10,"REF"
"64",127,"2021-06-15",828.173041541111,-16.08340858275,2.24062548936667,-43.2481702978889,"FH",11,"REF"
"65",128,"2021-06-15",1173.29166632222,-19.6885428593611,2.78534881918889,-58.3013967244444,"FH",11,"REF"
"66",129,"2021-06-15",1559.09181718889,-22.4669501607222,3.33525812328889,-60.7859500562222,"FH",11,"REF"
