"","peak","DATE","avg_CO2","avg_deltaCO2","avg_CH4","avg_deltaCH4","Site","chamber","Design"
"1",37,"2021-06-28",724.643149484445,-16.7409430405556,2.08768980923333,-45.2017576523333,"LP",1,"BDA"
"2",38,"2021-06-28",1171.72455801111,-18.6710919955556,2.57354943694444,-32.6543097982222,"LP",1,"BDA"
"3",39,"2021-06-28",1547.05969855556,-20.2016082543889,3.02015389366667,-36.53343957,"LP",1,"BDA"
"4",40,"2021-06-28",870.684278288889,-17.7162776463333,1.93282517212222,-21.5531985262222,"LP",2,"BDA"
"5",41,"2021-06-28",1434.05516654444,-20.4450827939444,1.90542684536667,-46.8397707704444,"LP",2,"BDA"
"6",42,"2021-06-28",1984.5738634,-21.4291202604444,1.89417155915556,-16.0726777294444,"LP",2,"BDA"
"7",43,"2021-06-28",883.644613331111,-18.8972536391667,1.92045327323333,-25.9227522472222,"LP",3,"BDA"
"8",44,"2021-06-28",1533.64505642222,-23.1220107132778,1.911873554,-15.2549139342889,"LP",3,"BDA"
"9",45,"2021-06-28",2022.53279316667,-23.8253788894167,1.90536427981111,-22.3316687465556,"LP",3,"BDA"
"10",46,"2021-06-28",862.796901972222,-16.9104412415833,2.4298112537,-24.6077047305556,"LP",4,"BDA"
"11",47,"2021-06-28",1255.41794755556,-18.8555558409167,3.58849325024444,-41.1650424722222,"LP",4,"BDA"
"12",48,"2021-06-28",1670.29994336667,-19.6161501414167,4.71789669834444,-49.6277880905556,"LP",4,"BDA"
"13",49,"2021-06-28",845.57393615,-18.2211466865833,2.13246663537778,-29.0445653866667,"LP",5,"BDA"
"14",50,"2021-06-28",1215.23519992222,-20.8732152116111,2.47680738622222,-43.3655572898889,"LP",5,"BDA"
"15",51,"2021-06-28",1164.22376656667,-16.1303618461944,2.81383825911111,-37.8775745386667,"LP",5,"BDA"
"16",52,"2021-06-28",770.638245115556,-16.7259591266389,2.23925114457778,-23.3966938663333,"LP",6,"BDA"
"17",53,"2021-06-28",921.791742877778,-18.4645207245,2.51969834523333,-58.8481321691111,"LP",6,"BDA"
"18",54,"2021-06-28",1076.43263395556,-19.7412732218889,2.73930681034444,-54.3214228791111,"LP",6,"BDA"
"19",55,"2021-06-28",865.399294367778,-19.1568458736944,1.97165643254444,-16.6310410401111,"LP",7,"REF"
"20",56,"2021-06-28",1267.97774937778,-22.0355891581111,2.0630701708,-23.2196319704444,"LP",7,"REF"
"21",57,"2021-06-28",1619.02625261111,-23.4758260701667,2.18250117633333,-26.9275498401111,"LP",7,"REF"
"22",58,"2021-06-28",901.121843413333,-19.4104512912222,2.2682055162,-33.5731530825556,"LP",8,"REF"
"23",59,"2021-06-28",1372.85822732222,-22.3964111793889,2.97389192352222,-45.2459907801111,"LP",8,"REF"
"24",60,"2021-06-28",1728.09893015556,-24.0153943505278,3.61042806416667,-56.1809523522222,"LP",8,"REF"
