"","peak","DATE","avg_CO2","avg_deltaCO2","avg_CH4","avg_deltaCH4","Site","chamber","Design"
"1",19,"2021-09-10",679.857801594444,-14.8706798588333,1.90572190674444,-40.4012160625556,"TP",1,"BDA"
"2",20,"2021-09-10",1120.69312551111,-19.8990536391667,1.64086840018889,-33.4126735984444,"TP",1,"BDA"
"3",21,"2021-09-10",1233.91789532222,-19.68144213475,1.54669652394444,-39.1366914281111,"TP",1,"BDA"
"4",22,"2021-09-10",573.32578359,-13.4055196008611,1.98491691673333,-46.1848999922222,"TP",2,"BDA"
"5",23,"2021-09-10",1046.75082446667,-19.19998421575,1.87946396616667,-43.0348422723333,"TP",2,"BDA"
"6",24,"2021-09-10",1112.04095088889,-18.92623403025,1.83233805623333,-43.8569110621111,"TP",2,"BDA"
"7",25,"2021-09-10",668.692247944444,-15.022281299,1.92412794401111,-45.5382891404444,"TP",3,"BDA"
"8",26,"2021-09-10",1424.72224544444,-21.3281252261667,1.65371369531111,-42.2578312831111,"TP",3,"BDA"
"9",27,"2021-09-10",1606.95918636667,-21.3068176256667,1.59746333328889,-40.3142712166667,"TP",3,"BDA"
"10",28,"2021-09-10",675.280652525556,-15.3096356065278,1.95431104325556,-45.0786818476667,"TP",4,"BDA"
"11",29,"2021-09-10",1673.56451334444,-21.2425096065556,1.69807711574444,-42.3475607071111,"TP",4,"BDA"
"12",30,"2021-09-10",1927.43829724444,-21.5805419360278,1.60926355387778,-39.3150685588889,"TP",4,"BDA"
"13",31,"2021-09-10",668.279987935556,-15.3181564968611,2.14752168276667,-47.446048733,"TP",5,"BDA"
"14",32,"2021-09-10",1295.46478695556,-21.3338463165833,3.50423787281111,-62.2522332333333,"TP",5,"BDA"
"15",33,"2021-09-10",1420.6420197,-21.1235077748889,3.91864084536667,-62.1213592494444,"TP",5,"BDA"
"16",34,"2021-09-10",666.631052766667,-15.1132735915556,2.06103426431111,-41.2095166317778,"TP",6,"BDA"
"17",35,"2021-09-10",1186.17291652222,-20.2878927089444,1.94364261757778,-48.7113916195556,"TP",6,"BDA"
"18",36,"2021-09-10",1266.5736106,-20.1502913071111,1.90005830041111,-45.3808598778889,"TP",6,"BDA"
"19",37,"2021-09-10",852.178474997778,-17.0661317811389,1.90508636777778,-41.4240219877778,"TP",7,"REF"
"20",38,"2021-09-10",1426.1624896,-20.7726029891944,1.6938850399,-45.6218513626667,"TP",7,"REF"
"21",39,"2021-09-10",1341.59624052222,-20.6247707105833,1.69480597146667,-42.1893133436667,"TP",7,"REF"
"22",40,"2021-09-10",644.464624294444,-14.9013116745,2.00239763122222,-43.1107998526667,"TP",8,"REF"
"23",41,"2021-09-10",969.722013467778,-19.4941318564444,2.18024584457778,-49.5036229054444,"TP",8,"REF"
"24",42,"2021-09-10",1686.58592292222,-22.6638709115278,2.55674316968889,-56.2245522361111,"TP",8,"REF"
"25",43,"2021-09-10",611.702402312222,-13.5773997002778,1.98414855504444,-44.2853970925556,"TP",9,"REF"
"26",44,"2021-09-10",857.787270127778,-17.72169173775,2.06429331798889,-47.0979892063333,"TP",9,"REF"
"27",45,"2021-09-10",1196.57669567778,-20.0221707367778,2.17379669626667,-43.0484213621111,"TP",9,"REF"
"28",46,"2021-09-10",565.584747851111,-13.5712098478889,1.92548329697778,-46.2102477505556,"TP",10,"REF"
"29",47,"2021-09-10",1102.01789027778,-19.2536770609167,1.86297910456667,-42.4682093557778,"TP",10,"REF"
"30",48,"2021-09-10",1398.85431131111,-20.4705229579722,1.83500314454444,-45.0754101657778,"TP",10,"REF"
"31",49,"2021-09-10",659.456104543333,-14.5112114711389,1.95560024418889,-43.3014426891111,"TP",11,"REF"
"32",50,"2021-09-10",1246.37893273333,-20.3420831313056,1.93139223145556,-41.3745341946667,"TP",11,"REF"
"33",51,"2021-09-10",1947.18694496667,-22.3568527033056,1.90947260083333,-37.885942302,"TP",11,"REF"
"34",52,"2021-09-10",740.282952761111,-16.0432055384167,1.92585419646667,-37.0076949408889,"TP",12,"REF"
"35",53,"2021-09-10",1562.09625744444,-21.2476761555556,1.84205954238889,-46.8696899816667,"TP",12,"REF"
"36",54,"2021-09-10",2217.07833433333,-22.4834014863333,1.79182497703333,-41.9275818965556,"TP",12,"REF"
