"","peak","DATE","avg_CO2","avg_deltaCO2","avg_CH4","avg_deltaCH4","Site","chamber","Design"
"1",19,"2021-07-01",883.920355346667,-18.1443624245,2.07763887014444,-35.6503686945556,"TP",1,"BDA"
"2",20,"2021-07-01",1627.60958006667,-22.6059086426389,2.18584937122222,-24.9269846705556,"TP",1,"BDA"
"3",21,"2021-07-01",2230.97999601111,-23.7347545984167,2.25342622165556,-39.7976229047778,"TP",1,"BDA"
"4",22,"2021-07-01",993.109456473333,-19.3275020765833,2.40905867296667,-46.984005201,"TP",2,"BDA"
"5",23,"2021-07-01",1600.80292355556,-20.6364523957778,3.30055824042222,-52.6439902584444,"TP",2,"BDA"
"6",24,"2021-07-01",2189.3017974,-20.9106698343611,4.16556891835556,-56.4893339191111,"TP",2,"BDA"
"7",25,"2021-07-01",1443.16249753333,-21.4361184869167,2.64399807334444,-45.8633971236667,"TP",3,"BDA"
"8",26,"2021-07-01",2679.67368977778,-24.2808314116111,3.13329987517778,-48.2464981631111,"TP",3,"BDA"
"9",27,"2021-07-01",3626.78340693333,-23.1834880185833,3.6141553851,-54.1580124706667,"TP",3,"BDA"
"10",28,"2021-07-01",872.113401285555,-15.9596490197778,2.02949174143333,-34.043573484,"TP",4,"BDA"
"11",29,"2021-07-01",1617.87488052222,-17.1988005478056,2.26993164318889,-37.4355233964444,"TP",4,"BDA"
"12",30,"2021-07-01",2585.78644504444,-18.3768694344722,2.56132470798889,-36.2010071822222,"TP",4,"BDA"
"13",31,"2021-07-01",963.927063634444,-16.8779149016389,3.09342641094444,-51.576358371,"TP",5,"BDA"
"14",32,"2021-07-01",1718.41655552222,-18.72608265175,5.69149155833333,-65.7687636142222,"TP",5,"BDA"
"15",33,"2021-07-01",2495.44097607778,-19.4254919272222,8.44415161556667,-68.222758337,"TP",5,"BDA"
"16",34,"2021-07-01",967.098544585556,-18.6639046208333,2.07892695896667,-19.3290456497778,"TP",6,"BDA"
"17",35,"2021-07-01",1793.15446594444,-20.3506776201111,1.98412706283333,-30.6308474864444,"TP",6,"BDA"
"18",36,"2021-07-01",2745.50769902222,-21.2160534218333,1.9983035911,-37.988142907,"TP",6,"BDA"
"19",37,"2021-07-01",1154.67046563333,-20.8384022521111,2.13972722637778,-35.7130451603333,"TP",7,"REF"
"20",38,"2021-07-01",2564.86289861111,-23.8861942636667,2.68888805197778,-45.2191311197778,"TP",7,"REF"
"21",39,"2021-07-01",3657.97180857778,-24.3884255900556,3.10317865255556,-41.3954734861111,"TP",7,"REF"
"22",40,"2021-07-01",946.156387641111,-19.2373527115278,2.69514623436667,-45.5923578202222,"TP",8,"REF"
"23",41,"2021-07-01",1898.91307611111,-23.5701423479444,4.67030289767778,-58.8809589374444,"TP",8,"REF"
"24",42,"2021-07-01",2774.96751474444,-24.8825072565278,6.52420047933333,-64.0822263102222,"TP",8,"REF"
"25",43,"2021-07-01",827.996937937778,-17.7457906757778,2.42826271628889,-23.2016520321111,"TP",9,"REF"
"26",44,"2021-07-01",1466.32489511111,-20.7440617560556,3.95266274713333,-53.1987063128889,"TP",9,"REF"
"27",45,"2021-07-01",2036.70083664444,-21.1030317079722,5.28329069026667,-53.4421082858889,"TP",9,"REF"
"28",46,"2021-07-01",997.721214218889,-18.9625802696944,1.92813657307778,-37.1635146101111,"TP",10,"REF"
"29",47,"2021-07-01",1984.25226824444,-21.9503485865278,2.02167595663333,-28.3702156268889,"TP",10,"REF"
"30",48,"2021-07-01",2902.94341015556,-23.2087536055278,2.13220193263333,-34.429925853,"TP",10,"REF"
"31",49,"2021-07-01",1287.90496067778,-20.59867663075,2.5849550477,-34.5063456081111,"TP",11,"REF"
"32",50,"2021-07-01",2777.08824586667,-23.6143875350278,4.54282751745556,-41.6455667074444,"TP",11,"REF"
"33",51,"2021-07-01",4034.10850935556,-24.6804922731389,6.23133979354444,-42.7618326724444,"TP",11,"REF"
"34",52,"2021-07-01",1153.82508912222,-19.9685684411111,2.06492410962222,-23.9197798278889,"TP",12,"REF"
"35",53,"2021-07-01",2169.23791668889,-23.1065135583333,2.4055164901,-50.4890927044444,"TP",12,"REF"
"36",54,"2021-07-01",2811.45034833333,-22.4791163733056,2.71927883038889,-41.208619619,"TP",12,"REF"
