"","peak","DATE","avg_CO2","avg_deltaCO2","avg_CH4","avg_deltaCH4","Site","chamber","Design"
"1",19,"2021-07-27",592.283070463333,-13.8903198787778,1.90952757706667,-43.7878118965556,"FH",1,"BDA"
"2",20,"2021-07-27",709.504435968889,-16.3329933203333,1.87892487492222,-31.914890516,"FH",1,"BDA"
"3",21,"2021-07-27",749.462663192222,-16.3187740365833,1.99672756255556,-36.258601096,"FH",1,"BDA"
"4",22,"2021-07-27",636.746157621111,-14.3293255801111,1.86858732167778,-45.9360080061111,"FH",2,"BDA"
"5",23,"2021-07-27",717.637943444444,-15.4598610385,1.8098213285,-37.620402168,"FH",2,"BDA"
"6",24,"2021-07-27",753.617704746667,-16.1297899695278,1.92187167048889,-43.9389107726667,"FH",2,"BDA"
"7",25,"2021-07-27",727.520559436667,-15.6841400344722,1.86181590387778,-44.0702191445556,"FH",3,"BDA"
"8",26,"2021-07-27",1034.78278653333,-18.2419473161111,1.7508065198,-43.1483856201111,"FH",3,"BDA"
"9",27,"2021-07-27",1147.37165734444,-19.2988298706667,1.74733260347778,-44.7970354048889,"FH",3,"BDA"
"10",28,"2021-07-27",645.734913104444,-14.5558561309167,1.84090341473333,-49.2758053354444,"FH",4,"BDA"
"11",29,"2021-07-27",862.997130551111,-17.6189907760833,1.79620243586667,-38.9946543686667,"FH",4,"BDA"
"12",30,"2021-07-27",1007.2660444,-19.0661437546944,1.79169887086667,-42.8674032233333,"FH",4,"BDA"
"13",31,"2021-07-27",623.109274252222,-14.2716901378611,1.8334462861,-47.7294918996667,"FH",5,"BDA"
"14",32,"2021-07-27",610.767805946667,-13.9305016572222,1.81880276271111,-39.9676078457778,"FH",5,"BDA"
"15",33,"2021-07-27",514.503979491111,-12.7336432640278,1.91194905073333,-49.7570186611111,"FH",5,"BDA"
"16",34,"2021-07-27",678.653668604444,-14.2380589630833,1.85763063504444,-47.3144511492222,"FH",6,"BDA"
"17",35,"2021-07-27",772.372177527778,-15.8205389823611,1.84688625263333,-44.6453837667778,"FH",6,"BDA"
"18",36,"2021-07-27",795.282080041111,-15.8294611683333,1.93620211714444,-46.8756132794444,"FH",6,"BDA"
"19",37,"2021-07-27",648.103206356667,-13.9522341123611,1.83827765516667,-52.1592767671111,"FH",7,"REF"
"20",38,"2021-07-27",744.438287136667,-15.7574037635,1.82465442243333,-43.624670775,"FH",7,"REF"
"21",39,"2021-07-27",673.764492512222,-14.9571393955833,1.82075105983333,-43.1719659103333,"FH",7,"REF"
"22",40,"2021-07-27",627.340498224444,-13.9135924783889,1.83289395414444,-44.2619612074444,"FH",8,"REF"
"23",41,"2021-07-27",631.558586876667,-14.0193849337222,1.81875097644444,-42.6396165767778,"FH",8,"REF"
"24",42,"2021-07-27",598.864591505556,-13.2736391854167,1.82758023843333,-37.0781912216667,"FH",8,"REF"
"25",43,"2021-07-27",710.692442676667,-15.6326619511111,1.85434690456667,-50.3276117663333,"FH",9,"REF"
"26",44,"2021-07-27",851.271423742222,-17.6008965529722,1.81260504722222,-42.5613616136667,"FH",9,"REF"
"27",45,"2021-07-27",945.844560891111,-18.9038360551111,1.78768174756667,-48.9620175206667,"FH",9,"REF"
"28",46,"2021-07-27",909.154104355556,-17.8098854583611,1.8663577967,-44.3129241206667,"FH",10,"REF"
"29",47,"2021-07-27",1668.95763307778,-21.3462139262778,1.81518216281111,-48.679852582,"FH",10,"REF"
"30",48,"2021-07-27",2787.3671071,-23.2732916256944,1.75315196873333,-41.9163608276667,"FH",10,"REF"
"31",49,"2021-07-27",768.330683158889,-16.7193224468889,2.07471705538889,-45.1714897586667,"FH",11,"REF"
"32",50,"2021-07-27",1235.62149234444,-21.2416878928611,2.42760220188889,-54.3171636454444,"FH",11,"REF"
"33",51,"2021-07-27",2132.62761515556,-24.2930706261667,3.0839389885,-61.7657115395556,"FH",11,"REF"
"34",52,"2021-07-27",1157.42273467778,-19.5363735113056,1.93770108398889,-46.9297742903333,"FH",12,"REF"
"35",53,"2021-07-27",2277.50088714444,-22.5755410408056,2.00186473124444,-45.2305158625556,"FH",12,"REF"
"36",54,"2021-07-27",2914.84302482222,-23.5122517969444,2.05260315056667,-51.0184295713333,"FH",12,"REF"
