"","peak","DATE","avg_CO2","avg_deltaCO2","avg_CH4","avg_deltaCH4","Site","chamber","Design"
"1",19,"2021-08-09",774.080965796667,-15.7737162599444,1.86826219797778,-54.3313080012222,"LP",1,"BDA"
"2",20,"2021-08-09",731.016474811111,-14.0608215541111,1.88534038755556,-48.5907365092222,"LP",1,"BDA"
"3",21,"2021-08-09",839.751770266667,-15.2550369253889,1.87222225506667,-40.2795283198889,"LP",1,"BDA"
"4",22,"2021-08-09",740.856696337778,-16.7872691481389,1.8661598207,-43.1341907777778,"LP",2,"BDA"
"5",23,"2021-08-09",979.343076172222,-18.5043172545278,1.83266435426667,-49.0285873971111,"LP",2,"BDA"
"6",24,"2021-08-09",1294.34634781111,-20.1414900017778,1.78183992844444,-44.5906203273333,"LP",2,"BDA"
"7",25,"2021-08-09",868.078970245556,-18.61979488075,1.87910185846667,-45.8605814992222,"LP",3,"BDA"
"8",26,"2021-08-09",1282.58951236667,-21.5673541119722,1.84762446397778,-35.6240800685556,"LP",3,"BDA"
"9",27,"2021-08-09",1631.90579716667,-22.5941535015556,1.82141794176667,-36.7248101634444,"LP",3,"BDA"
"10",28,"2021-08-09",709.889483665556,-16.1101058024722,1.89118874852222,-42.2715014783333,"LP",4,"BDA"
"11",29,"2021-08-09",923.283711326667,-18.7271970326111,1.89161058381111,-43.6153078097778,"LP",4,"BDA"
"12",30,"2021-08-09",1107.20078525556,-20.4652161416389,1.88517074902222,-46.9665141898889,"LP",4,"BDA"
"13",31,"2021-08-09",707.552858446667,-15.9555348358889,1.88051295393333,-42.9217746091111,"LP",5,"BDA"
"14",32,"2021-08-09",837.346833512222,-18.1756739860833,1.86010409703333,-44.6798715562222,"LP",5,"BDA"
"15",33,"2021-08-09",1056.32917492222,-20.1252043507222,1.83792034722222,-43.6100059278889,"LP",5,"BDA"
"16",34,"2021-08-09",623.239603156667,-14.2779125279167,1.91007681278889,-38.4305093957778,"LP",6,"BDA"
"17",35,"2021-08-09",669.851300136667,-15.1576212293333,1.9226174123,-48.4035217221111,"LP",6,"BDA"
"18",36,"2021-08-09",721.329469691111,-16.4129537636667,1.9296928434,-47.836038564,"LP",6,"BDA"
"19",37,"2021-08-09",763.305562737778,-17.32844546,1.86639014361111,-40.5551504798889,"LP",7,"REF"
"20",38,"2021-08-09",977.320752494444,-19.5627682673889,1.8298261087,-42.3336619474444,"LP",7,"REF"
"21",39,"2021-08-09",1139.69650001111,-21.1687462278611,1.78910045424444,-40.1134255966667,"LP",7,"REF"
"22",40,"2021-08-09",672.489247827778,-15.8898156564722,1.89051920045556,-42.9806539014444,"LP",8,"REF"
"23",41,"2021-08-09",882.279342606667,-18.401085329,1.88445311187778,-45.6116064995556,"LP",8,"REF"
"24",42,"2021-08-09",1033.69629324444,-19.7605112709444,1.87325581173333,-45.0065222772222,"LP",8,"REF"
"25",43,"2021-08-09",652.504672644444,-15.4719838125833,2.17375960641111,-46.8288307253333,"LP",9,"REF"
"26",44,"2021-08-09",654.942304837778,-15.27190237625,2.41466515307778,-46.0848263112222,"LP",9,"REF"
"27",45,"2021-08-09",668.692887358889,-14.2431014792222,2.73523872488889,-44.8902688567778,"LP",9,"REF"
"28",46,"2021-08-09",1074.07468785556,-19.6706106663056,1.73198913914444,-40.9548460862222,"LP",10,"REF"
"29",47,"2021-08-09",1438.10623426667,-21.3764425252778,1.58165434682222,-36.4404106573333,"LP",10,"REF"
"30",48,"2021-08-09",1547.47842992222,-19.9330171540556,1.50716407932222,-32.0186909323333,"LP",10,"REF"
"31",49,"2021-08-09",681.670020841111,-15.9800633783889,1.95820473791111,-43.2405855625556,"LP",11,"REF"
"32",50,"2021-08-09",850.812486306667,-17.8633161238611,2.01765230224444,-42.3752159082222,"LP",11,"REF"
"33",51,"2021-08-09",878.227002915556,-18.558552519,2.0888878697,-38.8907570622222,"LP",11,"REF"
"34",52,"2021-08-09",759.077997106667,-17.7419765420278,1.89813103317778,-41.4712923127778,"LP",12,"REF"
"35",53,"2021-08-09",865.711615061111,-18.5344230567222,1.89025704624444,-42.3871217711111,"LP",12,"REF"
"36",54,"2021-08-09",1132.1664082,-20.4172981661111,1.87844694451111,-43.4614297147778,"LP",12,"REF"
