"","peak","DATE","avg_CO2","avg_deltaCO2","avg_CH4","avg_deltaCH4","Site","chamber","Design"
"1",19,"2021-08-10",570.775544741111,-14.3634262112778,1.9667982689,-44.0548526533333,"FH",1,"BDA"
"2",20,"2021-08-10",547.477139507778,-13.7551858664444,1.93308172697778,-36.343137987,"FH",1,"BDA"
"3",21,"2021-08-10",555.549581542222,-13.8894376698056,1.96682791821111,-39.1362916985556,"FH",1,"BDA"
"4",22,"2021-08-10",676.820892722222,-15.6751232136389,1.89702606384444,-44.6540511147778,"FH",2,"BDA"
"5",23,"2021-08-10",894.315175042222,-18.6871160933056,1.89982220643333,-42.3075525673333,"FH",2,"BDA"
"6",24,"2021-08-10",914.798047816667,-18.7696684420278,1.88897429526667,-45.1394374032222,"FH",2,"BDA"
"7",25,"2021-08-10",829.807339811111,-17.4589825005,1.8576646821,-35.7951419422222,"FH",3,"BDA"
"8",26,"2021-08-10",1150.90656456667,-19.8091742294167,1.76032334965556,-43.7432084215556,"FH",3,"BDA"
"9",27,"2021-08-10",1057.98239751111,-19.3578705520833,1.7764893814,-43.9510535277778,"FH",3,"BDA"
"10",28,"2021-08-10",823.734033418889,-17.7124931618889,1.8770626375,-48.7541422255556,"FH",4,"BDA"
"11",29,"2021-08-10",941.780007691111,-18.6676239316389,1.91452917038889,-42.4783226362222,"FH",4,"BDA"
"12",30,"2021-08-10",1009.18621048889,-19.0432950428611,2.29360998112222,-47.5163857947778,"FH",4,"BDA"
"13",31,"2021-08-10",690.630597436667,-15.8872978235833,1.89561559718889,-45.1797331672222,"FH",5,"BDA"
"14",32,"2021-08-10",629.451925841111,-15.4852394135556,1.95589559444444,-40.4170059646667,"FH",5,"BDA"
"15",33,"2021-08-10",654.160504038889,-15.6038135174167,4.1748429359,-55.0239588872222,"FH",5,"BDA"
"16",34,"2021-08-10",579.711518944444,-13.7170429281389,2.00153336492222,-34.5841059628889,"FH",6,"BDA"
"17",35,"2021-08-10",634.718524357778,-14.8844698220833,1.94198076583333,-35.4978057058889,"FH",6,"BDA"
"18",36,"2021-08-10",710.913004085556,-16.0560189035556,1.94257357537778,-37.9776486053333,"FH",6,"BDA"
"19",37,"2021-08-10",597.036143295556,-15.1143793361667,1.86273489166667,-50.3949413447778,"FH",7,"REF"
"20",38,"2021-08-10",689.282929487778,-17.0257347237222,1.85067151336667,-45.0229109742222,"FH",7,"REF"
"21",39,"2021-08-10",737.075725116667,-17.5532405294444,1.84974126397778,-34.4288423666667,"FH",7,"REF"
"22",40,"2021-08-10",595.183277111111,-14.3991897621111,1.84472124775556,-44.1318057413333,"FH",8,"REF"
"23",41,"2021-08-10",594.226128347778,-15.06179463,1.85558008824444,-44.1653355821111,"FH",8,"REF"
"24",42,"2021-08-10",626.841958357778,-15.4269622446389,1.85813976342222,-33.5591317806667,"FH",8,"REF"
"25",43,"2021-08-10",791.181954413333,-18.1735178875833,1.86884950545556,-50.2216086941111,"FH",9,"REF"
"26",44,"2021-08-10",1020.70632482222,-20.6178129144444,1.84662567125556,-43.17052902,"FH",9,"REF"
"27",45,"2021-08-10",1164.46409628889,-21.6608602861111,1.8311062982,-49.7855631828889,"FH",9,"REF"
"28",46,"2021-08-10",955.016004022222,-18.9772925839722,1.8911684869,-45.5009617772222,"FH",10,"REF"
"29",47,"2021-08-10",1459.03326428889,-21.6738867963889,1.87502802386667,-48.8856169227778,"FH",10,"REF"
"30",48,"2021-08-10",2043.85072097778,-23.3921589123333,1.86185830602222,-35.759213871,"FH",10,"REF"
"31",49,"2021-08-10",1088.9554779,-20.6383288865278,2.25082100574444,-52.0946661528889,"FH",11,"REF"
"32",50,"2021-08-10",1422.80035874444,-22.7259101506389,2.62411525332222,-55.9438938802222,"FH",11,"REF"
"33",51,"2021-08-10",2019.13555038889,-24.2469759516111,3.106316164,-58.9073585841111,"FH",11,"REF"
"34",52,"2021-08-10",1349.02344778889,-20.9497739083333,2.0362079184,-45.370951206,"FH",12,"REF"
"35",53,"2021-08-10",1962.12781138889,-22.7958944148333,2.16577731011111,-49.2102932191111,"FH",12,"REF"
"36",54,"2021-08-10",2420.42550631111,-23.6991035736111,2.2524752721,-50.4475615297778,"FH",12,"REF"
